,A,2019-12-03,,,,,,,,,,80943,Bacterial Outer Membrane,P,956397,SUBCELLULAR ELEMENTS LIST,,,MA,Y,
,A,2019-12-03,,,,,,,,,,81011,Hepatic Infarction,P,957106,C LIST,,,MA,Y,
,A,2019-12-03,,,,,,,,,,81012,Autoimmune Pancreatitis,P,957135,C LIST,,,MA,Y,
,A,2019-12-03,,,,,,,,,,81005,Cyclohexane Monoterpenes,P,957040,D LIST LESS Q000031,0,,MA,Y,
,A,2019-12-03,,,,,,,,,,80910,Ambient Intelligence,P,955993,NULL LIST,,,MA,N,
,A,2019-12-03,,,,,,,,,,80864,Lactate Dehydrogenase 5,P,955001,ENZYMES LIST,EC 1.1.1.27.-,,MA,Y,
,A,2019-12-03,,,,,,,,,,80423,Universal Health Care,P,952145,NULL LIST,,,MA,N,
,A,2019-12-03,,,,,,,,,,79524,Narcotic-Related Disorders,P,946454,F3 LIST LESS Q000139,,,MA,Y,
,A,2019-12-03,,,,,,,,,,80362,Stargardt Disease,P,842534,C16 LIST,,,MA,Y,
,A,2019-12-03,,,,,,,,,,80048,Hot Melt Extrusion Technology,P,949649,LABORATORY LIST,,,MA,Y,
,A,2019-12-03,,,,,,,,,,80064,Protein-Arginine Deiminase Type 2,P,949970,ENZYMES LIST,EC 3.5.3.15,,MA,Y,
,A,2019-12-03,,,,,,,,,,80063,Protein-Arginine Deiminase Type 3,P,949971,ENZYMES LIST,EC 3.5.3.15,,MA,Y,
,A,2019-12-03,,,,,,,,,,80002,Protein-Arginine Deiminase Type 4,P,949398,ENZYMES LIST,EC 3.5.3.15,,MA,Y,
,A,2019-12-03,,,,,,,,,,80065,Protein-Arginine Deiminase Type 6,P,949973,ENZYMES LIST,EC 3.5.3.15,,MA,Y,
,A,2019-12-03,,,,,,,,,,80309,Environmental DNA,P,950801,NULL LIST PLUS Q000032/Q000737/Q000235/Q000302,0,,MA,Y,
,A,2019-12-03,,,,,,,,,,80383,Mental Foramen,P,951874,A LIST,,,MA,Y,
,A,2019-12-03,,,,,,,,,,79564,Globus Sensation,P,946936,C LIST,,,MA,Y,
,A,2019-12-03,,,,,,,,,,79922,Copper Transport Proteins,P,949186,PROTEINS LIST,0,,MA,Y,
,A,2019-12-03,,,,,,,,,,80044,Ado-Trastuzumab Emtansine,P,949639,ANTIGEN-ANTIBODY LIST PLUS Q000493 LESS Q000096/Q000502,SE2KH7T06F,,MA,Y,
,A,2019-12-03,,,,,,,,,,80282,Hormonal Contraception,P,949837,E LIST,,,MA,Y,
,A,2019-12-03,,,,,,,,,,80550,Macroautophagy,P,893469,G LIST LESS Q000941,,,MA,Y,
,A,2019-12-03,,,,,,,,,,81415,Clinical Decision Rules,P,959486,NULL LIST,,,MA,N,
,A,2019-12-03,,,,,,,,,,80223,Chronic Urticaria,P,950267,C LIST,,,MA,Y,
,A,2019-12-03,,,,,,,,,,80038,Anomalous Left Coronary Artery,P,949619,C16 LIST,,,MA,Y,
,A,2019-12-03,,,,,,,,,,80802,Horticulture,P,954720,SPECIALTIES LIST,,,MA,Y,
,D,2019-12-03,31826,Punicaceae,P,462396,PLANTS LIST,,,,,29561,Lythraceae,P,443987,PLANTS LIST,,,,,N
,DM,2019-12-03,31826,Punicaceae,P,462396,PLANTS LIST,,,,,29561,Lythraceae,P,443987,PLANTS LIST,,,,,N
,D,2019-12-03,32482,Coniferophyta,P,58522,PLANTS LIST,,,,,64028,Tracheophyta,P,444072,PLANTS LIST,,,,,N
,DM,2019-12-03,32482,Coniferophyta,P,58522,PLANTS LIST,,,,,64028,Tracheophyta,P,444072,PLANTS LIST,,,,,N
,D,2019-12-03,32484,Taxodiaceae,P,464623,PLANTS LIST,,,,,29779,Cupressaceae,P,444391,PLANTS LIST,,,,,N
,DM,2019-12-03,32484,Taxodiaceae,P,464623,PLANTS LIST,,,,,29779,Cupressaceae,P,444391,PLANTS LIST,,,,,N
,D,2019-12-03,2362,Cascara,P,6820,ENDOGENOUS LIST LESS Q000172,8047-27-6,,,,31955,Rhamnus,P,16981,PLANTS LIST,,,,,N
,DM,2019-12-03,2362,Cascara,P,6820,ENDOGENOUS LIST LESS Q000172,8047-27-6,,,,31955,Rhamnus,P,16981,PLANTS LIST,,,,,N
,C,2019-12-03,78622,Nutrients,P,651201,,0,,MA,,78622,Nutrients,P,651201,,,,MA,Y,
,C,2019-12-03,48069,Tumor Necrosis Factors,P,572115,ENDOGENOUS LIST LESS Q000031,0,,MA,,48069,Tumor Necrosis Factors,P,572115,ENDOGENOUS LIST LESS Q000031/Q000037,0,,MA,Y,
,C,2019-12-03,66300,Electronic Nicotine Delivery Systems,P,914299,J LIST LESS Q000331,,,MA,,66300,Electronic Nicotine Delivery Systems,P,914299,SUBSTANCES LIST LESS Q000009/Q000032/Q000506/Q000633,,,MA,Y,
,C,2019-12-03,8248,Lysostaphin,P,24593,D20.85 LIST,EC 3.4.24.75,,MA,,8248,Lysostaphin,P,24593,D20.85 LIST PLUS Q000235,EC 3.4.24.75,,MA,Y,
,C,2019-12-03,4616,Emblems and Insignia,P,14084,NULL LIST PLUS Q000145/Q000266,,,MA,,4616,Emblems and Insignia,P,14084,NULL LIST PLUS Q000145/Q000266/Q000331,,,MA,Y,
,C,2019-12-03,64887,Observational Studies as Topic,P,878008,NULL LIST PLUS Q000145/Q000191/Q000941/Q000266/Q000295/Q000331/Q000379/Q000523/Q000706/Q000592/Q000662,,,MA,,64887,Observational Studies as Topic,P,878008,NULL LIST PLUS Q000145/Q000191/Q000941/Q000266/Q000295/Q000331/Q000379/Q000523/Q000706/Q000592,,,MA,Y,
,C,2019-12-03,70316,Pediatric Emergency Medicine,P,886698,N2 LIST,,,MA,,70316,Pediatric Emergency Medicine,P,886698,SPECIALTIES LIST,,,MA,Y,
,C,2019-12-03,19990,Perioperative Care,P,59601,E4 LIST,,,MA,,19990,Perioperative Care,P,59601,E4 LIST LESS Q000534,,,MA,Y,
,C,2019-12-03,7430,Intraoperative Care,P,22309,E4 LIST,,,MA,,7430,Intraoperative Care,P,22309,E4 LIST LESS Q000534,,,MA,Y,
,C,2019-12-03,68937,Cosmeceuticals,P,877899,D25-26 LIST,0,,MA,,68937,Cosmeceuticals,P,877899,D25-26 LIST PLUS Q000331,0,,MA,Y,
,C,2019-12-03,3802,Dentifrices,P,11335,D25-26 LIST,0,,MA,,3802,Dentifrices,P,11335,D25-26 LIST PLUS Q000331,0,,MA,Y,
,C,2019-12-03,58206,Hair Bleaching Agents,P,761962,D25-26 LIST,0,,MA,,58206,Hair Bleaching Agents,P,761962,D25-26 LIST PLUS Q000331,0,,MA,Y,
,C,2019-12-03,43586,Methylmalonyl-CoA Decarboxylase,P,108513,,EC 4.1.1.41,,MA,,43586,Methylmalonyl-CoA Decarboxylase,P,108513,,EC 7.2.4.3,,MA,Y,
,C,2019-12-03,63210,N-Terminal Acetyltransferase B,P,819854,,EC 2.3.1.88,,MA,,63210,N-Terminal Acetyltransferase B,P,819854,,EC 2.3.1.255,,MA,Y,
,C,2019-12-03,14450,Electron Transport Complex III,P,536746,,EC 1.10.2.2,,MA,,14450,Electron Transport Complex III,P,536746,,EC 7.1.1.8,,MA,Y,
,C,2019-12-03,63211,N-Terminal Acetyltransferase C,P,819857,,EC 2.3.1.88,,MA,,63211,N-Terminal Acetyltransferase C,P,819857,,EC 2.3.1.256,,MA,Y,
,C,2019-12-03,63212,N-Terminal Acetyltransferase D,P,819863,,EC 2.3.1.88,,MA,,63212,N-Terminal Acetyltransferase D,P,819863,,EC 2.3.1.257,,MA,Y,
,C,2019-12-03,63214,N-Terminal Acetyltransferase F,P,819865,,EC 2.3.1.88,,MA,,63214,N-Terminal Acetyltransferase F,P,819865,,EC 2.3.1.259,,MA,Y,
,C,2019-12-03,5722,gamma-Glutamylcyclotransferase,P,17282,,EC 2.3.2.4,,MA,,5722,gamma-Glutamylcyclotransferase,P,17282,,EC 4.3.2.9,,MA,Y,
,C,2019-12-03,72478,Cytochrome P450 Family 17,P,899734,,EC 4.1.2.30,,MA,,72478,Cytochrome P450 Family 17,P,899734,,EC 1.14.14.32,,MA,Y,
,C,2019-12-03,63465,Skin Cream,P,821639,D25-26 LIST,,,MA,,63465,Skin Cream,P,821639,D25-26 LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,58571,Vacuolar Sorting Protein VPS15,P,765233,ENZYMES LIST,EC 2.7.11.1,,MA,,58571,Vacuolar Sorting Protein VPS15,P,765233,ENZYMES LIST LESS Q000037,EC 2.7.11.1,,MA,Y,
,C,2019-12-03,62327,Skin Lightening Preparations,P,800407,D25-26 LIST,0,,MA,,62327,Skin Lightening Preparations,P,800407,D25-26 LIST PLUS Q000331,0,,MA,Y,
,C,2019-12-03,58541,Class II Phosphatidylinositol 3-Kinases,P,765295,ENZYMES LIST,EC 2.7.1.137,,MA,,58541,Class II Phosphatidylinositol 3-Kinases,P,765295,ENZYMES LIST LESS Q000037,EC 2.7.1.137,,MA,Y,
,C,2019-12-03,2338,Carotenoids,P,6761,ENDOGENOUS LIST LESS Q000031,36-88-4,,MA,,2338,Carotenoids,P,6761,D LIST LESS Q000031,36-88-4,,MA,Y,
,C,2019-12-03,11846,Radio Waves,P,34964,PHYSICS LIST,,,MA,,11846,Radio Waves,P,34964,PHYSICS LIST LESS Q000627,,,MA,Y,
,C,2019-12-03,7589,Job Syndrome,P,811668,C LIST,,,MA,,7589,Job Syndrome,P,811668,C16 LIST,,,MA,Y,
,C,2019-12-03,24341,Xanthophylls,P,425008,ENDOGENOUS LIST LESS Q000031,0,,MA,,24341,Xanthophylls,P,425008,D LIST LESS Q000031,0,,MA,Y,
,C,2019-12-03,45786,"Diterpenes, Kaurane",P,540562,ENDOGENOUS LIST LESS Q000031,0,,MA,,45786,"Diterpenes, Kaurane",P,540562,D LIST LESS Q000031,0,,MA,Y,
,C,2019-12-03,73868,Pipe Smoking,P,816675,NULL LIST PLUS Q000009/Q000097/Q000134/Q000188/Q000191/Q000453/Q000235/Q000276/Q000331/Q000378/Q000401/Q000473/Q000517/Q000503/Q000639/Q000628/Q000635/Q000652,,,MA,,73868,Pipe Smoking,P,816675,NULL LIST PLUS Q000009/Q000097/Q000134/Q000188/Q000191/Q000208/Q000453/Q000235/Q000266/Q000276/Q000331/Q000378/Q000401/Q000473/Q000517/Q000503/Q000523/Q000639/Q000628/Q000652,,,MA,Y,
,C,2019-12-03,3358,Cosmetics,P,9785,D25-26 LIST,0,,MA,,3358,Cosmetics,P,9785,D25-26 LIST PLUS Q000331,0,,MA,Y,
,C,2019-12-03,60051,Occupational Injuries,P,782496,C LIST LESS Q000151/Q000196,,,MA,,60051,Occupational Injuries,P,782496,C LIST PLUS Q000706 LESS Q000151/Q000196,,,MA,Y,
,C,2019-12-03,50438,"Genes, Immunoglobulin Heavy Chain",P,17510,G LIST,,,MA,,50438,"Genes, Immunoglobulin Heavy Chain",P,17510,G LIST LESS Q000941,,,MA,Y,
,C,2019-12-03,36381,Diarylheptanoids,P,476280,D LIST,0,,MA,,36381,Diarylheptanoids,P,476280,D LIST LESS Q000032,0,,MA,Y,
,C,2019-12-03,54830,Sesterterpenes,P,83800,ENDOGENOUS LIST LESS Q000031,0,,MA,,54830,Sesterterpenes,P,83800,D LIST LESS Q000031,0,,MA,Y,
,C,2019-12-03,6202,Hair Dyes,P,18829,D25-26 LIST LESS Q000008/Q000627,0,,MA,,6202,Hair Dyes,P,18829,D25-26 LIST PLUS Q000331 LESS Q000008/Q000627,0,,MA,Y,
,C,2019-12-03,13473,Sunscreening Agents,P,39528,D25-26 LIST,0,,MA,,13473,Sunscreening Agents,P,39528,D25-26 LIST PLUS Q000331,0,,MA,Y,
,C,2019-12-03,53078,"Membrane Potential, Mitochondrial",P,657405,G LIST,,,MA,,53078,"Membrane Potential, Mitochondrial",P,657405,G LIST LESS Q000941,,,MA,Y,
,C,2019-12-03,2358,"Cartilage, Articular",P,6804,A LIST LESS Q000637,,,MA,,2358,"Cartilage, Articular",P,6804,A LIST,,,MA,Y,
,C,2019-12-03,74201,Katanin,P,914450,,EC 3.6.4.3,,MA,,74201,Katanin,P,914450,,EC 5.6.1.1,,MA,Y,
,C,2019-12-03,77315,Road Rage,P,939162,F1-F2 LIST,,,MA,,77315,Road Rage,P,939162,F1-F2 LIST PLUS Q000208/Q000266/Q000331/Q000517/Q000523/Q000706/Q000639 LESS Q000528,,,MA,Y,
,C,2019-12-03,77314,Aggressive Driving,P,939161,I LIST PLUS Q000208/Q000523 LESS Q000191/Q000193/Q000379/Q000458/Q000600/Q000592,,,MA,,77314,Aggressive Driving,P,939161,I LIST PLUS Q000187/Q000208/Q000517/Q000523 LESS Q000191/Q000193/Q000379/Q000458/Q000600/Q000592,,,MA,Y,
,C,2019-12-03,1288,Attention,P,3840,F1-F2 LIST,,,MA,,1288,Attention,P,3840,F1-F2 LIST LESS Q000941,,,MA,Y,
,C,2019-12-03,38522,"Twinning, Monozygotic",P,581310,NULL LIST PLUS Q000187/Q000235/Q000276/Q000502/Q000528,,,MA,,38522,"Twinning, Monozygotic",P,581310,G LIST LESS Q000941,,,MA,Y,
,C,2019-12-03,15090,25-Hydroxyvitamin D3 1-alpha-Hydroxylase,P,486666,,EC 1.14.13.13,,MA,,15090,25-Hydroxyvitamin D3 1-alpha-Hydroxylase,P,486666,,EC 1.14.15.18,,MA,Y,
,C,2019-12-03,50547,Plastoquinol-Plastocyanin Reductase,P,620050,,EC 1.10.9.1,,MA,,50547,Plastoquinol-Plastocyanin Reductase,P,620050,,EC 7.1.1.6,,MA,Y,
,C,2019-12-03,50564,Trans-Cinnamate 4-Monooxygenase,P,102910,,EC 1.14.13.11,,MA,,50564,Trans-Cinnamate 4-Monooxygenase,P,102910,,EC 1.14.14.91,,MA,Y,
,C,2019-12-03,50565,Benzoate 4-Monooxygenase,P,102601,,EC 1.14.13.12,,MA,,50565,Benzoate 4-Monooxygenase,P,102601,,EC 1.14.14.92,,MA,Y,
,C,2019-12-03,72505,Cytochrome P450 Family 51,P,899830,,EC 1.14.13.70,,MA,,72505,Cytochrome P450 Family 51,P,899830,,EC 1.14.14.154,,MA,Y,
,C,2019-12-03,58886,Sterol 14-Demethylase,P,768707,,EC 1.14.13.70,,MA,,58886,Sterol 14-Demethylase,P,768707,,EC 1.14.14.154,,MA,Y,
,C,2019-12-03,5560,Formate Dehydrogenases,P,16877,,EC 1.2.1.2,,MA,,5560,Formate Dehydrogenases,P,16877,,EC 1.17.1.9,,MA,Y,
,C,2019-12-03,42967,Electron Transport Complex I,P,536724,,EC 1.6.5.3,,MA,,42967,Electron Transport Complex I,P,536724,,EC 7.1.1.2,,MA,Y,
,C,2019-12-03,63209,N-Terminal Acetyltransferase A,P,819842,,EC 2.3.1.88,,MA,,63209,N-Terminal Acetyltransferase A,P,819842,,EC 2.3.1.254,,MA,Y,
,C,2019-12-03,63213,N-Terminal Acetyltransferase E,P,819864,,EC 2.3.1.88,,MA,,63213,N-Terminal Acetyltransferase E,P,819864,,EC 2.3.1.258,,MA,Y,
,C,2019-12-03,73840,Copper-transporting ATPases,P,912178,,EC 3.6.3.54,,MA,,73840,Copper-Transporting ATPases,P,949196,,EC 7.2.2.8,,MA,Y,
,C,2019-12-03,252,Calcium-Transporting ATPases,P,664273,,EC 3.6.3.8,,MA,,252,Calcium-Transporting ATPases,P,664273,,EC 7.2.2.10,,MA,Y,
,C,2019-12-03,254,Sodium-Potassium-Exchanging ATPase,P,694428,,EC 3.6.3.9,,MA,,254,Sodium-Potassium-Exchanging ATPase,P,694428,,EC 7.2.2.13,,MA,Y,
,C,2019-12-03,9067,Mouthwashes,P,27071,D25-26 LIST,0,,MA,,9067,Mouthwashes,P,27071,D25-26 LIST PLUS Q000331,0,,MA,Y,
,C,2019-12-03,10476,Perfume,P,30953,D25-26 LIST,0,,MA,,10476,Perfume,P,30953,D25-26 LIST PLUS Q000331,0,,MA,Y,
,C,2019-12-03,3902,Detergents,P,11632,D25-26 LIST,0,,MA,,3902,Detergents,P,11632,D25-26 LIST PLUS Q000331,0,,MA,Y,
,C,2019-12-03,58539,Phosphatidylinositol 3-Kinase,P,59148,ENZYMES LIST,EC 2.7.1.137,,MA,,58539,Phosphatidylinositol 3-Kinase,P,59148,ENZYMES LIST LESS Q000037,EC 2.7.1.137,,MA,Y,
,C,2019-12-03,6806,Human Rights,P,20565,I3 LIST LESS Q000941,,,MA,,6806,Human Rights,P,20565,I3 LIST,,,MA,Y,
,C,2019-12-03,58543,Class Ia Phosphatidylinositol 3-Kinase,P,764938,ENZYMES LIST,EC 2.7.1.137,,MA,,58543,Class Ia Phosphatidylinositol 3-Kinase,P,764938,ENZYMES LIST LESS Q000037,EC 2.7.1.137,,MA,Y,
,C,2019-12-03,58544,Class Ib Phosphatidylinositol 3-Kinase,P,764941,ENZYMES LIST,EC 2.7.1.137,,MA,,58544,Class Ib Phosphatidylinositol 3-Kinase,P,764941,ENZYMES LIST LESS Q000037,EC 2.7.1.137,,MA,Y,
,C,2019-12-03,45792,Norisoprenoids,P,540594,ENDOGENOUS LIST LESS Q000031,0,,MA,,45792,Norisoprenoids,P,540594,D LIST LESS Q000031,0,,MA,Y,
,C,2019-12-03,45785,"Diterpenes, Clerodane",P,540558,ENDOGENOUS LIST LESS Q000031,0,,MA,,45785,"Diterpenes, Clerodane",P,540558,D LIST LESS Q000031,0,,MA,Y,
,C,2019-12-03,5875,Gibberellins,P,17772,ENDOGENOUS LIST LESS Q000031/Q000172,0,,MA,,5875,Gibberellins,P,17772,D LIST LESS Q000031,0,,MA,Y,
,C,2019-12-03,45787,"Sesquiterpenes, Eudesmane",P,540575,ENDOGENOUS LIST LESS Q000031,0,,MA,,45787,"Sesquiterpenes, Eudesmane",P,540575,D LIST LESS Q000031,0,,MA,Y,
,C,2019-12-03,45789,"Sesquiterpenes, Guaiane",P,540577,ENDOGENOUS LIST LESS Q000031,0,,MA,,45789,"Sesquiterpenes, Guaiane",P,540577,D LIST LESS Q000031,0,,MA,Y,
,C,2019-12-03,14255,Trichothecenes,P,41739,ENDOGENOUS LIST LESS Q000031/Q000172,0,,MA,,14255,Trichothecenes,P,41739,D LIST LESS Q000031,0,,MA,Y,
,C,2019-12-03,53978,Pentacyclic Triterpenes,P,676765,ENDOGENOUS LIST LESS Q000031/Q000172,0,,MA,,53978,Pentacyclic Triterpenes,P,676765,D LIST LESS Q000031,0,,MA,Y,
,C,2019-12-03,40,Abscisic Acid,P,104,ENDOGENOUS LIST LESS Q000172,72S9A8J5GW,,MA,,40,Abscisic Acid,P,104,D LIST,72S9A8J5GW,,MA,Y,
,C,2019-12-03,53307,"Hyper-IgM Immunodeficiency Syndrome, Type 1",P,661079,C LIST,,,MA,,53307,"Hyper-IgM Immunodeficiency Syndrome, Type 1",P,661079,C16 LIST,,,MA,Y,
,C,2019-12-03,18370,Leukocyte-Adhesion Deficiency Syndrome,P,54784,C LIST,,,MA,,18370,Leukocyte-Adhesion Deficiency Syndrome,P,54784,C16 LIST,,,MA,Y,
,C,2019-12-03,2609,Chediak-Higashi Syndrome,P,7597,C LIST,,,MA,,2609,Chediak-Higashi Syndrome,P,7597,C16 LIST,,,MA,Y,
,C,2019-12-03,1628,Beverages,P,4718,SUBSTANCES LIST,,,MA,,1628,Beverages,P,4718,SUBSTANCES LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,434,Alcoholic Beverages,P,1306,SUBSTANCES LIST,,,MA,,434,Alcoholic Beverages,P,1306,SUBSTANCES LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,18646,Absinthe,P,55512,SUBSTANCES LIST,,,MA,,18646,Absinthe,P,55512,SUBSTANCES LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,1515,Beer,P,4408,SUBSTANCES LIST,,,MA,,1515,Beer,P,4408,SUBSTANCES LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,14920,Wine,P,43590,SUBSTANCES LIST,,,MA,,14920,Wine,P,43590,SUBSTANCES LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,2253,Carbonated Beverages,P,6459,SUBSTANCES LIST,,,MA,,2253,Carbonated Beverages,P,6459,SUBSTANCES LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,61545,Carbonated Water,P,793614,SUBSTANCES LIST PLUS Q000008/Q000627,0,,MA,,61545,Carbonated Water,P,793614,SUBSTANCES LIST PLUS Q000008/Q000331/Q000627,0,,MA,Y,
,C,2019-12-03,61215,Energy Drinks,P,788845,SUBSTANCES LIST,,,MA,,61215,Energy Drinks,P,788845,SUBSTANCES LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,60766,Drinking Water,P,786777,NULL LIST PLUS Q000008/Q000009/Q000032/Q000737/Q000378/Q000382/Q000469/Q000592/Q000821,0,,MA,,60766,Drinking Water,P,786777,NULL LIST PLUS Q000008/Q000009/Q000032/Q000737/Q000331/Q000378/Q000382/Q000469/Q000592/Q000821,0,,MA,Y,
,C,2019-12-03,3069,Coffee,P,8898,PLANTS LIST PLUS Q000191/Q000266/Q000600/Q000592,0,,MA,,3069,Coffee,P,8898,PLANTS LIST PLUS Q000191/Q000266/Q000331/Q000600/Q000592,0,,MA,Y,
,C,2019-12-03,67030,Fruit and Vegetable Juices,P,866787,SUBSTANCES LIST,,,MA,,67030,Fruit and Vegetable Juices,P,866787,SUBSTANCES LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,8892,Milk,P,26603,A12 LIST PLUS Q000009/Q000145/Q000191/Q000266/Q000506/Q000592/Q000706/Q000600/Q000633,,,MA,,8892,Milk,P,26603,A12 LIST PLUS Q000009/Q000145/Q000191/Q000266/Q000331/Q000506/Q000600/Q000706/Q000592/Q000633,,,MA,Y,
,C,2019-12-03,70696,Buttermilk,P,26605,SUBSTANCES LIST,,,MA,,70696,Buttermilk,P,26605,SUBSTANCES LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,70716,Kefir,P,26606,SUBSTANCES LIST,,,MA,,70716,Kefir,P,26606,SUBSTANCES LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,70736,Koumiss,P,888631,SUBSTANCES LIST,,,MA,,70736,Koumiss,P,888631,SUBSTANCES LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,8895,"Milk, Human",P,26611,A12 LIST,,,MA,,8895,"Milk, Human",P,26611,A12 LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,67796,Whey,P,872859,A12 LIST PLUS Q000008/Q000009/Q000145/Q000191/Q000266/Q000506/Q000600/Q000706/Q000592/Q000633,,,MA,,67796,Whey,P,872859,A12 LIST PLUS Q000008/Q000009/Q000145/Q000191/Q000266/Q000331/Q000506/Q000600/Q000706/Q000592/Q000633,,,MA,Y,
,C,2019-12-03,13662,Tea,P,40132,PLANTS LIST PLUS Q000191/Q000266/Q000592/Q000600,0,,MA,,13662,Tea,P,40132,PLANTS LIST PLUS Q000191/Q000266/Q000331/Q000600/Q000592,0,,MA,Y,
,C,2019-12-03,68858,Kombucha Tea,P,877521,SUBSTANCES LIST,0,,MA,,68858,Kombucha Tea,P,877521,SUBSTANCES LIST PLUS Q000331,0,,MA,Y,
,C,2019-12-03,69459,"Teas, Herbal",P,4720,SUBSTANCES LIST,0,,MA,,69459,"Teas, Herbal",P,4720,SUBSTANCES LIST PLUS Q000331,0,,MA,Y,
,C,2019-12-03,69460,"Teas, Medicinal",P,4721,SUBSTANCES LIST,,,MA,,69460,"Teas, Medicinal",P,4721,SUBSTANCES LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,74421,Fermented Foods,P,915844,SUBSTANCES LIST,,,MA,,74421,Fermented Foods and Beverages,P,950800,SUBSTANCES LIST PLUS Q000331,,,MA,Y,
,C,2019-12-03,53580,Muscle Strength,P,666071,G LIST,,,MA,,53580,Muscle Strength,P,666071,G LIST LESS Q000941,,,MA,Y,
,C,2019-12-03,6246,Harmaline,P,18925,D LIST,CN58I4TOET,,MA,,6246,Harmaline,P,18925,ENDOGENOUS LIST LESS Q000172/Q000502,CN58I4TOET,,MA,Y,
,C,2019-12-03,6247,Harmine,P,18928,ENDOGENOUS LIST,4FHH5G48T7,,MA,,6247,Harmine,P,18928,ENDOGENOUS LIST LESS Q000172/Q000502,4FHH5G48T7,,MA,Y,
,C,2019-12-03,54378,Acetogenins,P,687195,D LIST LESS Q000031,0,,MA,,54378,Acetogenins,P,687195,ENDOGENOUS LIST LESS Q000031/Q000172/Q000502,0,,MA,Y,
,C,2019-12-03,8207,Lymphatic Metastasis,P,24446,NULL LIST PLUS Q000175/Q000235/Q000276/Q000473/Q000503/Q000517/Q000000981/Q000532/Q000648,,,MA,,8207,Lymphatic Metastasis,P,24446,NULL LIST PLUS Q000000981/Q000175/Q000188/Q000235/Q000276/Q000473/Q000517/Q000503/Q000532/Q000628/Q000648,,,MA,Y,
