1006790,Y,2019-05-01,meyerstokesar,62332,"UBF protein, Xenopus","UBF protein, Xenopus",651612,P,62332,"UBFT protein, Xenopus","UBF protein, Xenopus",651612,T,
1006792,Y,2019-05-01,meyerstokesar,64968,"spasmolysin protein, Xenopus","spasmolysin protein, Xenopus",654051,P,64968,"FIM-A.1 protein, Xenopus","spasmolysin protein, Xenopus",654051,T,
1009160,Y,2019-05-13,meyerstokesar,117635,"Papc protein, Xenopus","Papc protein, Xenopus",655493,P,117635,"Pcdh8 protein, Xenopus","Papc protein, Xenopus",655493,T,
1006796,Y,2019-05-01,meyerstokesar,65866,"FIM-B.1 protein, Xenopus","FIM-B.1 protein, Xenopus",654057,P,65866,"MUC19 protein, Xenopus","FIM-B.1 protein, Xenopus",654057,T,
1006798,Y,2019-05-01,meyerstokesar,66011,"XIHbox 6 homeo protein, Xenopus","XIHbox 6 homeo protein, Xenopus",211284,P,66011,"HOXA9 protein, Xenopus","XIHbox 6 homeo protein, Xenopus",211284,T,
1010541,Y,2019-05-19,meyerstokesar,454132,"XTP protein, Xenopus","XTP protein, Xenopus",493433,P,454132,"MAPT protein, Xenopus","XTP protein, Xenopus",493433,T,
1010543,Y,2019-05-19,meyerstokesar,454443,"dapper protein, Xenopus","dapper protein, Xenopus",553885,P,454443,"DACT1 protein, Xenopus","dapper protein, Xenopus",553885,T,
1010545,Y,2019-05-19,meyerstokesar,455108,"NO145 protein, Xenopus","NO145 protein, Xenopus",495292,P,455108,"SYCP2L protein, Xenopus","NO145 protein, Xenopus",495292,T,
1010547,Y,2019-05-19,meyerstokesar,455359,"AXPC protein, Xenopus","AXPC protein, Xenopus",495785,P,455359,"PCDH1 protein, Xenopus","AXPC protein, Xenopus",495785,T,
1010549,Y,2019-05-19,meyerstokesar,456283,"Pbx1b protein, Xenopus","Pbx1b protein, Xenopus",498067,P,456283,"PBX1 protein, Xenopus","Pbx1b protein, Xenopus",498067,T,
1010551,Y,2019-05-19,meyerstokesar,460098,"Fast-3 protein, Xenopus","Fast-3 protein, Xenopus",505343,P,460098,"foxh1.2 protein, Xenopus","Fast-3 protein, Xenopus",505343,T,
1010553,Y,2019-05-19,meyerstokesar,461761,"Trip7 protein, Xenopus","Trip7 protein, Xenopus",509501,P,461761,"HMGN3 protein, Xenopus","Trip7 protein, Xenopus",509501,T,
1010555,Y,2019-05-19,meyerstokesar,464904,"diversin protein, Xenopus","diversin protein, Xenopus",518647,P,464904,"ANKRD6 protein, Xenopus","diversin protein, Xenopus",518647,T,
1010557,Y,2019-05-19,fitzgeraldjb,471560,"RABRP1 protein, Drosophila","RABRP1 protein, Drosophila",534164,P,471560,"Rab32 protein, Drosophila","RABRP1 protein, Drosophila",534164,T,
1011914,Y,2019-05-23,fitzgeraldjb,85209,"roughest protein, Drosophila","roughest protein, Drosophila",542602,P,85209,"rst protein, Drosophila","roughest protein, Drosophila",542602,T,
1010561,Y,2019-05-19,fitzgeraldjb,521347,"zucchini protein, Drosophila","zucchini protein, Drosophila",702721,P,521347,"Zuc protein, Drosophila","zucchini protein, Drosophila",702721,T,
1011920,Y,2019-05-23,fitzgeraldjb,85211,"Torso-like protein, Drosophila","Torso-like protein, Drosophila",542331,P,85211,"tsl protein, Drosophila","Torso-like protein, Drosophila",542331,T,
1011924,Y,2019-05-23,fitzgeraldjb,85316,"mastermind protein, Drosophila","mastermind protein, Drosophila",256470,P,85316,"mam protein, Drosophila","mastermind protein, Drosophila",256470,T,
1011928,Y,2019-05-23,fitzgeraldjb,85456,"no ocelli protein, Drosophila","no ocelli protein, Drosophila",542128,P,85456,"Noc protein, Drosophila","no ocelli protein, Drosophila",542128,T,
1011932,Y,2019-05-23,fitzgeraldjb,85505,"vitelline membrane 34Ca protein, Drosophila","vitelline membrane 34Ca protein, Drosophila",549349,P,85505,"Vm34Ca protein, Drosophila","vitelline membrane 34Ca protein, Drosophila",549349,T,
1011934,Y,2019-05-23,fitzgeraldjb,85770,"fused protein, Drosophila","fused protein, Drosophila",257553,P,85770,"fu protein, Drosophila","fused protein, Drosophila",257553,T,
1009647,R,2019-05-16,fitzgeraldjb,594830,"PTPN9 protein, zebrafish",EC 3.1.3.48,,,594830,"PTPN9a protein, zebrafish",0,,,
1009673,R,2019-05-16,miliarasn,506879,"DJ-1beta protein, Drosophila",0,,,506879,"DJ-1beta protein, Drosophila",EC 3.1.2.-,,,
1009691,W,2019-05-16,ayerst,594830,"PTPN9 protein, zebrafish","PTPN9 protein, zebrafish",874364,P,594830,"PTPN9a protein, zebrafish","PTPN9a protein, zebrafish",874349,P,
1009694,W,2019-05-16,ayerst,606742,"PMEL protein, zebrafish","PMEL protein, zebrafish",899115,P,606742,"PMELa protein, zebrafish","PMELa protein, zebrafish",899116,P,
1015703,Y,2019-06-09,fitzgeraldjb,473331,"hemese protein, Drosophila","hemese protein, Drosophila",539094,P,473331,"He protein, Drosophila","hemese protein, Drosophila",539094,T,
1015705,Y,2019-06-09,fitzgeraldjb,473489,"hobo protein, Drosophila","hobo protein, Drosophila",59256,P,473489,"hobo-T protein, Drosophila","hobo protein, Drosophila",59256,T,
1015707,Y,2019-06-09,fitzgeraldjb,473717,"Clipper protein, Drosophila","Clipper protein, Drosophila",540140,P,473717,"CLP protein, Drosophila","Clipper protein, Drosophila",540140,T,
1016995,Y,2019-06-12,fitzgeraldjb,496298,"dE2F1 protein, Drosophila","dE2F1 protein, Drosophila",630526,P,496298,"E2f1 protein, Drosophila","dE2F1 protein, Drosophila",630526,T,
1015711,Y,2019-06-09,fitzgeraldjb,473749,"Chibby protein, Drosophila","Chibby protein, Drosophila",540260,P,473749,"Cby protein, Drosophila","Chibby protein, Drosophila",540260,T,
1016997,Y,2019-06-12,fitzgeraldjb,496522,"EHD4 protein, Drosophila","EHD4 protein, Drosophila",631036,P,496522,"Past1 protein, Drosophila","EHD4 protein, Drosophila",631036,T,
1015715,Y,2019-06-09,fitzgeraldjb,473927,"friend-of-echinoid protein, Drosophila","friend-of-echinoid protein, Drosophila",540766,P,473927,"fred protein, Drosophila","friend-of-echinoid protein, Drosophila",540766,T,
1016999,Y,2019-06-12,fitzgeraldjb,496563,"ird5 protein, Drosophila","ird5 protein, Drosophila",631126,P,496563,"IKKbeta protein, Drosophila","ird5 protein, Drosophila",631126,T,
1015719,Y,2019-06-09,fitzgeraldjb,474373,"Arrow protein, Drosophila","Arrow protein, Drosophila",542340,P,474373,"arr protein, Drosophila","Arrow protein, Drosophila",542340,T,
1017001,Y,2019-06-12,fitzgeraldjb,496672,"tiptop protein, Drosophila","tiptop protein, Drosophila",631340,P,496672,"tio protein, Drosophila","tiptop protein, Drosophila",631340,T,
1015723,Y,2019-06-09,fitzgeraldjb,474499,"Yurt protein, Drosophila","Yurt protein, Drosophila",542751,P,474499,"yrt protein, Drosophila","Yurt protein, Drosophila",542751,T,
1015725,Y,2019-06-09,fitzgeraldjb,474592,"painless protein, Drosophila","painless protein, Drosophila",543030,P,474592,"pain protein, Drosophila","painless protein, Drosophila",543030,T,
1015727,Y,2019-06-09,fitzgeraldjb,474771,"Draut1 protein, Drosophila","Draut1 protein, Drosophila",543797,P,474771,"Atg3 protein, Drosophila","Draut1 protein, Drosophila",543797,T,
1015729,Y,2019-06-09,fitzgeraldjb,474930,"CG6986 protein, Drosophila","CG6986 protein, Drosophila",544254,P,474930,"Proc-R protein, Drosophila","CG6986 protein, Drosophila",544254,T,
1015731,Y,2019-06-09,fitzgeraldjb,475496,"Hsp64 protein, Drosophila","Hsp64 protein, Drosophila",545778,P,475496,"Hsp60C protein, Drosophila","Hsp64 protein, Drosophila",545778,T,
1015733,Y,2019-06-09,fitzgeraldjb,475684,"ANKTM1 protein, Drosophila","ANKTM1 protein, Drosophila",546484,P,475684,"TrpA1 protein, Drosophila","ANKTM1 protein, Drosophila",546484,T,
1015735,Y,2019-06-09,fitzgeraldjb,476010,"nanchung protein, Drosophila","nanchung protein, Drosophila",547325,P,476010,"Nan protein, Drosophila","nanchung protein, Drosophila",547325,T,
1017003,Y,2019-06-12,fitzgeraldjb,496929,"Shaker protein, Drosophila","Shaker protein, Drosophila",631961,P,496929,"Sh protein, Drosophila","Shaker protein, Drosophila",631961,T,
992803,R,2018-12-31,fitzgeraldjb,438458,acromelic acid B,0,,,438458,acromelic acid B,V0973I7148,,,
1015739,Y,2019-06-09,fitzgeraldjb,476056,"pawn protein, Drosophila","pawn protein, Drosophila",547472,P,476056,"pwn protein, Drosophila","pawn protein, Drosophila",547472,T,
1015743,Y,2019-06-09,fitzgeraldjb,476120,"hemolectin protein, Drosophila","hemolectin protein, Drosophila",547595,P,476120,"Hml protein, Drosophila","hemolectin protein, Drosophila",547595,T,
1017007,Y,2019-06-12,fitzgeraldjb,497130,"UCP5 protein, Drosophila","UCP5 protein, Drosophila",632464,P,497130,"Bmcp protein, Drosophila","UCP5 protein, Drosophila",632464,T,
1015747,Y,2019-06-09,fitzgeraldjb,476237,"dorsocross1 protein, Drosophila","dorsocross1 protein, Drosophila",547884,P,476237,"Doc1 protein, Drosophila","dorsocross1 protein, Drosophila",547884,T,
1015751,Y,2019-06-09,fitzgeraldjb,476238,"dorsocross2 protein, Drosophila","dorsocross2 protein, Drosophila",547886,P,476238,"Doc2 protein, Drosophila","dorsocross2 protein, Drosophila",547886,T,
1017011,Y,2019-06-12,fitzgeraldjb,497244,"Kruppel protein, Drosophila","Kruppel protein, Drosophila",608149,P,497244,"Kr protein, Drosophila","Kruppel protein, Drosophila",608149,T,
1006571,R,2019-04-29,miliarasn,630778,"fubp1 protein, mouse",EC 3.6.4.-,,,630778,"fubp1 protein, mouse",0,,,
1017855,Y,2019-06-13,fitzgeraldjb,513432,"calderon protein, Drosophila","calderon protein, Drosophila",681385,P,513432,"Orct2 protein, Drosophila","calderon protein, Drosophila",681385,T,
1020542,Y,2019-06-20,meyerstokesar,514980,"Mps1 protein, Xenopus","Mps1 protein, Xenopus",686547,P,514980,"RPS27 protein, Xenopus","Mps1 protein, Xenopus",686547,T,
1017859,Y,2019-06-13,fitzgeraldjb,513659,"dysfusion protein, Drosophila","dysfusion protein, Drosophila",681903,P,513659,"dysf protein, Drosophila","dysfusion protein, Drosophila",681903,T,
1017861,Y,2019-06-13,fitzgeraldjb,514059,"Dizzy protein, Drosophila","Dizzy protein, Drosophila",683489,P,514059,"PDZ-GEF protein, Drosophila","Dizzy protein, Drosophila",683489,T,
1017863,Y,2019-06-13,fitzgeraldjb,514125,"Rtnl-1 protein, Drosophila","Rtnl-1 protein, Drosophila",683792,P,514125,"Rtnl1 protein, Drosophila","Rtnl-1 protein, Drosophila",683792,T,
1017865,Y,2019-06-13,fitzgeraldjb,514587,"exportin-5 protein, Drosophila","exportin-5 protein, Drosophila",685536,P,514587,"RanBP21 protein, Drosophila","exportin-5 protein, Drosophila",685536,T,
1020544,Y,2019-06-20,fitzgeraldjb,526367,"CTLA-2-like protein, Drosophila","CTLA-2-like protein, Drosophila",714128,P,526367,"cer protein, Drosophila","CTLA-2-like protein, Drosophila",714128,T,
1017869,Y,2019-06-13,fitzgeraldjb,514625,"eyes shut protein, Drosophila","eyes shut protein, Drosophila",685595,P,514625,"eys protein, Drosophila","eyes shut protein, Drosophila",685595,T,
1020546,Y,2019-06-20,fitzgeraldjb,526476,"NPC2 protein, Drosophila","NPC2 protein, Drosophila",714359,P,526476,"Npc2a protein, Drosophila","NPC2 protein, Drosophila",714359,T,
1017873,Y,2019-06-13,fitzgeraldjb,514668,"prominin protein, Drosophila","prominin protein, Drosophila",685682,P,514668,"prom protein, Drosophila","prominin protein, Drosophila",685682,T,
1020548,Y,2019-06-20,fitzgeraldjb,526959,"Sisyphus protein, Drosophila","Sisyphus protein, Drosophila",715482,P,526959,"Myo10A protein, Drosophila","Sisyphus protein, Drosophila",715482,T,
1017877,Y,2019-06-13,fitzgeraldjb,514773,"crinkled protein, Drosophila","crinkled protein, Drosophila",685897,P,514773,"ck protein, Drosophila","crinkled protein, Drosophila",685897,T,
1026050,Y,2019-08-18,pashj,483023,"EMR4P protein, human","EMR4P protein, human",725537,P,483023,"ADGRE4P protein, human","EMR4P protein, human",725537,T,
1026052,Y,2019-08-18,pashj,503847,"WDR16 protein, human","WDR16 protein, human",699289,P,503847,"CFAP52 protein, human","WDR16 protein, human",699289,T,
1026054,Y,2019-08-18,pashj,511130,"ZCCHC11 protein, human","ZCCHC11 protein, human",676366,P,511130,"TUT4 protein, human","ZCCHC11 protein, human",676366,T,
1026230,Y,2019-08-19,fitzgeraldjb,532314,"GoPro49 protein, human","GoPro49 protein, human",728685,P,532314,"DIPK2A protein, human","GoPro49 protein, human",728685,T,
1026058,Y,2019-08-18,pashj,512208,"H1FNT protein, human","H1FNT protein, human",700219,P,512208,"H1-7 protein, human","H1FNT protein, human",700219,T,
1026060,Y,2019-08-18,pashj,516038,"GPR116 protein, human","GPR116 protein, human",689075,P,516038,"ADGRF5 protein, human","GPR116 protein, human",689075,T,
1026062,Y,2019-08-18,pashj,517824,"MARCH7 protein, human","MARCH7 protein, human",693253,P,517824,"MARCHF7 protein, human","MARCH7 protein, human",693253,T,
1026064,Y,2019-08-18,pashj,521685,"AGPAT9 protein, human","AGPAT9 protein, human",703403,P,521685,"GPAT3 protein, human","AGPAT9 protein, human",703403,T,
1026068,Y,2019-08-18,pashj,523991,"PPAPDC1B protein, human","PPAPDC1B protein, human",725901,P,523991,"PLPP5 protein, human","PPAPDC1B protein, human",725901,T,
1012214,Y,2019-05-23,fitzgeraldjb,96658,"proboscipedia protein, Drosophila","proboscipedia protein, Drosophila",523167,P,96658,"pb protein, Drosophila","proboscipedia protein, Drosophila",523167,T,
1012216,Y,2019-05-23,fitzgeraldjb,96696,"Metchnikowin protein, Drosophila","Metchnikowin protein, Drosophila",596745,P,96696,"Mtk protein, Drosophila","Metchnikowin protein, Drosophila",596745,T,
1020279,R,2019-06-20,fitzgeraldjb,631672,"set-18 protein, C elegans",0,,,631672,"set-18 protein, C elegans",EC 2.1.1.-,,,
1020281,R,2019-06-20,fitzgeraldjb,631692,"rnf135 protein, zebrafish",0,,,631692,"rnf135 protein, zebrafish",EC 2.3.2.27,,,
1012222,Y,2019-05-23,fitzgeraldjb,97059,"SuFu protein, Drosophila","SuFu protein, Drosophila",603117,P,97059,"Su(fu) protein, Drosophila","SuFu protein, Drosophila",603117,T,
1020283,R,2019-06-20,fitzgeraldjb,631707,"AT2G30980 protein, Arabidopsis",0,,,631707,"AT2G30980 protein, Arabidopsis",EC 2.7.11.26,,,
1012226,Y,2019-05-23,fitzgeraldjb,97162,"transformer protein, Drosophila","transformer protein, Drosophila",285433,P,97162,"Tra protein, Drosophila","transformer protein, Drosophila",285433,T,
1020285,R,2019-06-20,fitzgeraldjb,72820,"polyhomeotic protein, Drosophila",146888-72-4,,,72820,"polyhomeotic distal protein, Drosophila",0,,,
1012230,Y,2019-05-23,fitzgeraldjb,97180,"twinstar protein, Drosophila","twinstar protein, Drosophila",285478,P,97180,"tsr protein, Drosophila","twinstar protein, Drosophila",285478,T,
1012232,Y,2019-05-23,fitzgeraldjb,97491,"tolkin protein, Drosophila","tolkin protein, Drosophila",286272,P,97491,"Tok protein, Drosophila","tolkin protein, Drosophila",286272,T,
1020290,R,2019-06-20,fitzgeraldjb,470558,"ADA2 protein, Drosophila",EC 2.3.1.48,,,470558,"Ada2a protein, Drosophila",0,,,
1012236,Y,2019-05-23,fitzgeraldjb,97526,"failed axon connections protein, Drosophila","failed axon connections protein, Drosophila",550589,P,97526,"Fax protein, Drosophila","failed axon connections protein, Drosophila",550589,T,
1020352,W,2019-06-20,pashj,72820,"polyhomeotic protein, Drosophila","polyhomeotic protein, Drosophila",523158,P,72820,"polyhomeotic distal protein, Drosophila","polyhomeotic distal protein, Drosophila",523162,P,
1020357,W,2019-06-20,chavesc,470558,"ADA2 protein, Drosophila","ADA2 protein, Drosophila",530965,P,470558,"Ada2a protein, Drosophila","Ada2a protein, Drosophila",541638,P,
994709,R,2019-01-09,fitzgeraldjb,541394,bis(2-hydroxyethylthio)methane,0,,,541394,bis(2-hydroxyethylthio)methane,4T42G735LJ,,,
1012242,Y,2019-05-23,fitzgeraldjb,97527,"meiotic 9 protein, Drosophila","meiotic 9 protein, Drosophila",569374,P,97527,"MEI-9 protein, Drosophila","meiotic 9 protein, Drosophila",569374,T,
1020360,W,2019-06-20,benjersb,543875,"rabconnectin-3 protein, Drosophila","rabconnectin-3 protein, Drosophila",758567,P,543875,"Rbcn-3B protein, Drosophila","Rbcn-3B protein, Drosophila",758571,P,
1012246,Y,2019-05-23,fitzgeraldjb,97735,"pipsqueak protein, Drosophila","pipsqueak protein, Drosophila",286908,P,97735,"psq protein, Drosophila","pipsqueak protein, Drosophila",286908,T,
1020442,Y,2019-06-20,fitzgeraldjb,621798,"SFXN3 protein, Drosophila","SFXN3 protein, Drosophila",929864,P,621798,"Sfxn2 protein, Drosophila","SFXN3 protein, Drosophila",929864,T,
1012250,Y,2019-05-23,fitzgeraldjb,97862,"zipper protein, Drosophila","zipper protein, Drosophila",287188,P,97862,"Zip protein, Drosophila","zipper protein, Drosophila",287188,T,
1020444,Z,2019-06-20,fitzgeraldjb,72820,"polyhomeotic protein, Drosophila","polyhomeotic distal protein, Drosophila",523162,T,72820,"polyhomeotic distal protein, Drosophila","polyhomeotic distal protein, Drosophila",523162,P,
1012254,Y,2019-05-23,fitzgeraldjb,98014,"headcase protein, Drosophila","headcase protein, Drosophila",287549,P,98014,"Hdc protein, Drosophila","headcase protein, Drosophila",287549,T,
1012256,Y,2019-05-23,fitzgeraldjb,98074,"HLH106 protein, Drosophila","HLH106 protein, Drosophila",287701,P,98074,"SREBP protein, Drosophila","HLH106 protein, Drosophila",287701,T,
1012258,Y,2019-05-23,fitzgeraldjb,98130,"centrosomin protein, Drosophila","centrosomin protein, Drosophila",596831,P,98130,"cnn protein, Drosophila","centrosomin protein, Drosophila",596831,T,
1020446,Y,2019-06-20,fitzgeraldjb,121960,"enhancer of split protein, Drosophila","enhancer of split protein, Drosophila",542275,P,121960,"E(spl)m7-HLH protein, Drosophila","enhancer of split protein, Drosophila",542275,T,
1008935,Y,2019-05-12,fitzgeraldjb,583292,"ZEB1 protein, zebrafish","ZEB1 protein, zebrafish",848906,P,583292,"zeb1b protein, zebrafish","ZEB1 protein, zebrafish",848906,T,
1008937,Y,2019-05-12,fitzgeraldjb,583604,"VEGF protein, zebrafish","VEGF protein, zebrafish",849570,P,583604,"Vegfaa protein, zebrafish","VEGF protein, zebrafish",849570,T,
1018085,Y,2019-06-13,fitzgeraldjb,525176,"ubiquilin protein, Drosophila","ubiquilin protein, Drosophila",711669,P,525176,"Ubqn protein, Drosophila","ubiquilin protein, Drosophila",711669,T,
1018087,Y,2019-06-13,fitzgeraldjb,525442,"CECR2 protein, Drosophila","CECR2 protein, Drosophila",712204,P,525442,"dikar protein, Drosophila","CECR2 protein, Drosophila",712204,T,
1006603,Y,2019-04-30,meyerstokesar,627283,"CCDC11 protein, Xenopus","CCDC11 protein, Xenopus",943984,P,627283,"cfap53 protein, Xenopus","CCDC11 protein, Xenopus",943984,T,
1006605,Y,2019-04-30,meyerstokesar,627581,"dax1 protein, Xenopus","dax1 protein, Xenopus",944796,P,627581,"NR0B1 protein, Xenopus","dax1 protein, Xenopus",944796,T,
1018607,Y,2019-06-16,fitzgeraldjb,540869,"shavenoid protein, Drosophila","shavenoid protein, Drosophila",751839,P,540869,"Sha protein, Drosophila","shavenoid protein, Drosophila",751839,T,
1018091,Y,2019-06-13,fitzgeraldjb,526066,"TIF-1A protein, Drosophila","TIF-1A protein, Drosophila",713533,P,526066,"Tif-IA protein, Drosophila","TIF-1A protein, Drosophila",713533,T,
1018093,Y,2019-06-13,fitzgeraldjb,526071,"mitch protein, Drosophila","mitch protein, Drosophila",713538,P,526071,"Spc25 protein, Drosophila","mitch protein, Drosophila",713538,T,
1018095,Y,2019-06-13,fitzgeraldjb,526266,"Pox meso protein, Drosophila","Pox meso protein, Drosophila",713913,P,526266,"Poxm protein, Drosophila","Pox meso protein, Drosophila",713913,T,
1018099,Y,2019-06-13,fitzgeraldjb,526347,"Daxx-like protein, Drosophila","Daxx-like protein, Drosophila",714066,P,526347,"Daxx protein, Drosophila","Daxx-like protein, Drosophila",714066,T,
