1031420,C,2019-10-24,pashj,572206,0,572206,0,"HN1 protein, human","JPT1 protein, human",P,P,822318,994937,,
1031421,C,2019-10-24,pashj,573136,EC 2.7.7.-,573136,EC 2.7.7.40,"ISPD protein, human","CRPPA protein, human",P,P,825314,994947,,
1031423,C,2019-10-24,pashj,573315,0,573315,0,"FAM62B protein, human","ESYT2 protein, human",P,P,825685,994791,,
1031424,C,2019-10-24,pashj,576056,0,576056,0,"CCDC67 protein, human","DEUP1 protein, human",P,P,832682,994899,,
1031425,C,2019-10-24,pashj,582833,0,582833,0,"KIAA0146 protein, human","SPIDR protein, human",P,P,847907,848858,,
1027109,D,2019-08-26,fitzgeraldjb,520709,0,48690,YCYIS6GADR,"G protein-coupled receptor GPR78, human",molecular chaperone GRP78,P,P,700864,608310,,
1027110,DM,2019-08-26,fitzgeraldjb,520709,0,48690,YCYIS6GADR,"G protein-coupled receptor GPR78, human",molecular chaperone GRP78,P,P,700864,608310,,
1027111,C,2019-08-26,fitzgeraldjb,607547,0,607547,N62TGJ04A1,CS-3150,esaxerenone,P,P,901082,966689,,
1027113,C,2019-08-26,fitzgeraldjb,111451,0,111451,0,"DWF4 protein, Arabidopsis","AT3G50660 protein, Arabidopsis",P,P,524239,966665,,
1027114,C,2019-08-26,fitzgeraldjb,523537,EC 2.7.11.1,523537,EC 2.7.11.1,"PKS5 protein, Arabidopsis","At2g30360 protein, Arabidopsis",P,P,707810,707811,,
1027115,C,2019-08-26,fitzgeraldjb,543085,0,543085,Q2R47HGR7P,AN2728,crisaborole,P,P,756728,906681,,
1027117,A,2019-08-26,chodan,,,630233,0,,Macaca cyclopis,,P,,952984,,
1027118,A,2019-08-26,chodan,,,630234,0,,Macaca thibetana,,P,,952986,,
1027119,A,2019-08-26,chodan,,,630235,0,,Macaca tonkeana,,P,,952988,,
1027120,A,2019-08-26,chodan,,,630236,0,,Macaca silenus,,P,,952995,,
1027121,A,2019-08-26,chodan,,,630237,0,,Macaca sinica,,P,,952998,,
1027122,A,2019-08-26,chodan,,,630238,0,,Macaca sylvana,,P,,953001,,
1027123,A,2019-08-26,chodan,,,630239,0,,Macaca maurus,,P,,953011,,
1027124,A,2019-08-26,chodan,,,630241,0,,Macaca pagensis,,P,,953027,,
1027125,A,2019-08-26,chodan,,,630242,0,,Alouatta pigra,,P,,953039,,
1027126,A,2019-08-26,chodan,,,630243,0,,Alouatta nigerrima,,P,,953044,,
1027127,A,2019-08-26,chodan,,,630244,0,,Alouatta belzebul,,P,,953046,,
1027128,A,2019-08-26,chodan,,,630245,0,,Alouatta guariba guariba,,P,,953056,,
1027129,A,2019-08-26,chodan,,,630246,0,,Alouatta palliata,,P,,953060,,
1027130,A,2019-08-26,chodan,,,630247,0,,Alouatta seniculus,,P,,953070,,
1027131,A,2019-08-26,chodan,,,630248,0,,Alouatta sara,,P,,953078,,
1027132,A,2019-08-26,chodan,,,630272,0,,Aotus azarae,,P,,953144,,
1027133,A,2019-08-26,chodan,,,630273,0,,Aotus brumbacki,,P,,953150,,
1027134,A,2019-08-26,chodan,,,630274,0,,Aotus miconax,,P,,953152,,
1027135,A,2019-08-26,chodan,,,630275,0,,Cheirogaleus medius,,P,,953157,,
1027136,A,2019-08-26,chodan,,,630276,0,,Piliocolobus badius,,P,,953161,,
1027137,A,2019-08-26,chodan,,,630277,0,,Trachypithecus cristatus,,P,,953186,,
1027138,A,2019-08-26,chodan,,,630280,0,,Presbytis senex,,P,,953206,,
1027139,A,2019-08-26,chodan,,,630281,0,,Trachypithecus francoisi,,P,,953210,,
1027140,A,2019-08-26,chodan,,,630282,0,,Presbytis comata,,P,,953213,,
1027141,A,2019-08-26,chodan,,,630283,0,,Trachypithecus leucocephalus,,P,,953218,,
1027142,A,2019-08-26,chodan,,,630285,0,,Presbytis sumatrana,,P,,953224,,
1027143,A,2019-08-26,chodan,,,630286,0,,Presbytis hosei,,P,,953226,,
1027144,A,2019-08-26,chodan,,,630287,0,,Presbytis mitrata,,P,,953227,,
1027145,A,2019-08-26,chodan,,,630288,0,,Propithecus verreauxi,,P,,953237,,
1027146,A,2019-08-26,chodan,,,630289,0,,Propithecus coquereli,,P,,953233,,
1027147,A,2019-08-26,chodan,,,630290,0,,Propithecus diadema,,P,,953236,,
1027148,A,2019-08-26,chodan,,,630292,0,,Propithecus coronatus,,P,,953244,,
1027149,A,2019-08-26,chodan,,,630293,0,,Propithecus verreauxi deckeni,,P,,953246,,
1027150,A,2019-08-26,chodan,,,630295,0,,Propithecus candidus,,P,,953257,,
1027151,A,2019-08-26,chodan,,,630298,0,,Rhinopithecus roxellana,,P,,953271,,
1027152,A,2019-08-26,chodan,,,630299,0,,Rhinopithecus avunculus,,P,,953276,,
1027153,A,2019-08-26,chodan,,,630300,0,,Pygathrix nigripes,,P,,953277,,
1027154,A,2019-08-26,chodan,,,630301,0,,Nomascus leucogenys,,P,,953279,,
1027155,A,2019-08-26,chodan,,,630304,0,,Callicebus nigrifrons,,P,,953287,,
1027156,A,2019-08-26,chodan,,,630305,0,,Cheracebus torquatus,,P,,953296,,
1027157,A,2019-08-26,chodan,,,630324,0,,Plecturocebus olallae,,P,,953340,,
1027158,A,2019-08-26,chodan,,,630325,0,,Plecturocebus bernhardi,,P,,953342,,
1027159,A,2019-08-26,chodan,,,630326,0,,Plecturocebus moloch,,P,,953347,,
1027160,A,2019-08-26,chodan,,,630327,0,,Plecturocebus caligatus,,P,,953353,,
1027161,A,2019-08-26,chodan,,,630328,0,,Cheracebus purinus,,P,,953718,,
1027162,A,2019-08-26,chodan,,,630329,0,,Callicebus barbarabrownae,,P,,953357,,
1027163,A,2019-08-26,chodan,,,630330,0,,Pithecia aequatorialis,,P,,953358,,
1027164,A,2019-08-26,chodan,,,630331,0,,Pithecia irrorata,,P,,953361,,
1027165,A,2019-08-26,chodan,,,630332,0,,Pithecia chrysocephala,,P,,953363,,
1027166,A,2019-08-26,chodan,,,630333,0,,Pithecia monachus,,P,,953366,,
1027167,A,2019-08-26,chodan,,,630334,0,,Sapajus nigritus,,P,,952874,,
993306,C,2019-01-03,fitzgeraldjb,478048,0,478048,XV8PGZ10OT,cynodontin,cynodontin,P,P,553741,553741,,
993308,C,2019-01-03,fitzgeraldjb,478085,0,478085,FU288768DP,D-JNKI-1,D-JNKI-1,P,P,733773,733773,,
993310,C,2019-01-03,fitzgeraldjb,478086,0,478086,ZYL5IKR83R,"23,24-dihydrocucurbitacin B","23,24-dihydrocucurbitacin B",P,P,554035,554035,,
993312,C,2019-01-03,fitzgeraldjb,478126,0,478126,112ZF04MPX,trinexapac,trinexapac,P,P,554263,554263,,
993314,C,2019-01-03,fitzgeraldjb,478302,0,478302,MU9089C77W,gemopatrilat,gemopatrilat,P,P,555551,555551,,
993316,C,2019-01-03,fitzgeraldjb,478738,0,478738,F8Y1ZV5V9P,4-(nitroxy)butanoic acid 4-acetylaminophenyl ester,4-(nitroxy)butanoic acid 4-acetylaminophenyl ester,P,P,558324,558324,,
993318,C,2019-01-03,fitzgeraldjb,478838,0,478838,2P8176332L,trimethyl citrate,trimethyl citrate,P,P,558924,558924,,
993320,C,2019-01-03,fitzgeraldjb,478854,0,478854,NX58WCQ511,"2,2'',4,4'',5,5''-hexabrominated diphenyl ether","2,2'',4,4'',5,5''-hexabrominated diphenyl ether",P,P,559026,559026,,
993322,C,2019-01-03,fitzgeraldjb,479000,0,479000,890WXQ4KC0,gentiakochianin,gentiakochianin,P,P,559777,559777,,
993324,C,2019-01-03,fitzgeraldjb,479126,0,479126,LEB596GYDL,sitosterol palmitate,sitosterol palmitate,P,P,560519,560519,,
993326,C,2019-01-03,fitzgeraldjb,479164,0,479164,2V801ZDD0V,dimethylthiuram disulfide,dimethylthiuram disulfide,P,P,560689,560689,,
993328,C,2019-01-03,fitzgeraldjb,479363,0,479363,G52Q07446Y,"3,3-bis(hydroxymethyl)oxetane","3,3-bis(hydroxymethyl)oxetane",P,P,561611,561611,,
993330,C,2019-01-03,fitzgeraldjb,479485,0,479485,O1NJT91NK5,pleurotin,pleurotin,P,P,562295,562295,,
993332,C,2019-01-03,fitzgeraldjb,479550,0,479550,NTL1IB8F3L,2-amino-4-phenylbutanoic acid,2-amino-4-phenylbutanoic acid,P,P,562916,562916,,
993334,C,2019-01-03,fitzgeraldjb,479582,0,479582,W51N19H6K6,procyanidin B5,procyanidin B5,P,P,456892,456892,,
1019241,C,2019-06-18,fitzgeraldjb,554479,EC 6.1.1.11,554479,EC 6.1.1.11,"seryl-tRNA synthetase-like insect mitochondrial protein, Drosophila","SLIMP protein, Drosophila",P,P,782885,782886,,
1019242,C,2019-06-18,fitzgeraldjb,554565,0,554565,0,"dalmatian protein, Drosophila","dmt protein, Drosophila",P,P,783150,961182,,
1019243,C,2019-06-18,fitzgeraldjb,554826,0,554826,0,"desiccate protein, Drosophila","desi protein, Drosophila",P,P,783534,783535,,
1019244,C,2019-06-18,fitzgeraldjb,555820,0,555820,0,"CG14593 protein, Drosophila","CCHa2-R protein, Drosophila",P,P,785603,958273,,
1019245,C,2019-06-18,fitzgeraldjb,555821,0,555821,0,"CG30106 protein, Drosophila","CCHa1-R protein, Drosophila",P,P,785604,961186,,
1019246,C,2019-06-18,fitzgeraldjb,556033,0,556033,0,"Unc5 protein, Drosophila","unc-5 protein, Drosophila",P,P,785980,961191,,
1019247,C,2019-06-18,fitzgeraldjb,556036,EC 2.7.11.1,556036,EC 2.7.11.1,"CG14217 protein, Drosophila","Tao protein, Drosophila",P,P,785987,837534,,
1019248,C,2019-06-18,fitzgeraldjb,556093,0,556093,0,"nessun dorma protein, Drosophila","Nesd protein, Drosophila",P,P,786111,786112,,
1019249,C,2019-06-18,fitzgeraldjb,556188,0,556188,0,"twenty-four protein, Drosophila","tyf protein, Drosophila",P,P,786344,961193,,
1019250,C,2019-06-18,fitzgeraldjb,556583,0,556583,0,"Seele protein, Drosophila","sel protein, Drosophila",P,P,787151,961196,,
1019251,C,2019-06-18,fitzgeraldjb,557406,0,557406,0,"golden goal protein, Drosophila","Gogo protein, Drosophila",P,P,788886,788887,,
1019252,C,2019-06-18,fitzgeraldjb,557970,0,557970,0,"CG1625 protein, Drosophila","dila protein, Drosophila",P,P,790134,790136,,
1019253,C,2019-06-18,fitzgeraldjb,557971,0,557971,0,"CG12632 protein, Drosophila","fd3F protein, Drosophila",P,P,790137,790138,,
1019254,C,2019-06-18,fitzgeraldjb,558015,0,558015,0,"unzipped protein, Drosophila","uzip protein, Drosophila",P,P,790256,790257,,
1019255,C,2019-06-18,fitzgeraldjb,558398,EC 3.6.1.-.,558398,EC 3.6.1.-.,"Skywalker protein, Drosophila","sky protein, Drosophila",P,P,791327,961205,,
994888,A,2019-01-09,miliarasn,,,629470,EC 6.4.1.3,,"PCCA-1 protein, C elegans",,P,,950322,,
994889,A,2019-01-09,miliarasn,,,629471,EC 6.4.1.3,,"PCCB-1 protein, C elegans",,P,,950324,,
994890,A,2019-01-09,miliarasn,,,629472,0,,"IFA-4 protein, C elegans",,P,,950328,,
994891,A,2019-01-09,miliarasn,,,629473,0,,"ERF-VII transcription factors, Arabidopsis",,P,,950331,,
994892,A,2019-01-09,miliarasn,,,629475,0,,"CXorf56 protein, human",,P,,950356,,
994893,A,2019-01-09,miliarasn,,,629476,0,,"VPS38 protein, Arabidopsis",,P,,950359,,
994894,A,2019-01-09,miliarasn,,,629477,EC 2.7.11.1,,"ppk31 protein, S pombe",,P,,950364,,
994895,A,2019-01-09,miliarasn,,,629478,EC 1.14.11.33,,"ALKBH7 protein, mouse",,P,,950366,,
994896,A,2019-01-09,miliarasn,,,629479,0,,"ZCCHC17 protein, rat",,P,,950369,,
994897,A,2019-01-09,miliarasn,,,629480,EC 6.3.2.-,,"Ttll4 protein, mouse",,P,,950371,,
994898,A,2019-01-09,miliarasn,,,629481,0,,AM9405,,P,,950376,,
994899,A,2019-01-09,miliarasn,,,629482,OVR52K7BDW,,odalasvir,,P,,950379,,
994900,A,2019-01-09,miliarasn,,,629483,S83770Y75R,,adafosbuvir,,P,,950381,,
1011246,D,2019-05-22,fitzgeraldjb,66000,0,60408,0,"E74 protein, Drosophila","Eip74EF protein, Drosophila",P,P,211240,542105,,
1011247,DM,2019-05-22,fitzgeraldjb,66000,0,60408,0,"E74 protein, Drosophila","Eip74EF protein, Drosophila",P,P,211240,542105,,
1011248,D,2019-05-22,fitzgeraldjb,72427,0,72426,0,"Peb (Protein ejaculatory bulb) protein, Drosophila","Ebp protein, Drosophila",P,P,571679,958702,,
1011249,DM,2019-05-22,fitzgeraldjb,72427,0,72426,0,"Peb (Protein ejaculatory bulb) protein, Drosophila","Ebp protein, Drosophila",P,P,571679,958702,,
1011250,D,2019-05-22,fitzgeraldjb,496995,0,64033,0,"Shab protein, Drosophila","Shab protein, Drosophila",P,P,632131,632131,,
1011251,DM,2019-05-22,fitzgeraldjb,496995,0,64033,0,"Shab protein, Drosophila","Shab protein, Drosophila",P,P,632131,632131,,
1011252,C,2019-05-22,fitzgeraldjb,629269,EC 2.7.11.1,629269,EC 2.7.11.1,"PRP4K protein, Drosophila","CG7028 protein, Drosophila",P,P,949557,949559,,
1011253,C,2019-05-22,fitzgeraldjb,629344,EC 3.4.14.-,629344,EC 3.4.14.-,"Dpp10 protein, Drosophila","CG11319 protein, Drosophila",P,P,949856,949857,,
1011254,C,2019-05-22,fitzgeraldjb,629600,EC 2.3.1.199,629600,EC 2.3.1.199,"Elovl6 protein, Drosophila","baldspot protein, Drosophila",P,P,950838,950839,,
1011255,C,2019-05-22,fitzgeraldjb,629612,EC 3.6.4.13,629612,EC 3.6.4.13,"Brr2 protein, Drosophila","l(3)72Ab protein, Drosophila",P,P,950878,958679,,
1011256,C,2019-05-22,fitzgeraldjb,629865,EC 2.3.2.27,629865,EC 2.3.2.27,"RNF34 protein, Drosophila","CG17019 protein, Drosophila",P,P,951621,958682,,
1011257,C,2019-05-22,fitzgeraldjb,629972,EC 6.1.1.11,629972,EC 6.1.1.11,"LP20978p protein, Drosophila","SerRS protein, Drosophila",P,P,952014,952016,,
1011258,C,2019-05-22,fitzgeraldjb,630398,0,630398,0,"DmelCG8786 protein, Drosophila","CG8786 protein, Drosophila",P,P,953551,958683,,
1011259,C,2019-05-22,fitzgeraldjb,54756,0,54756,0,"Dpt protein, Drosophila","DptA protein, Drosophila",P,P,656181,958685,,
1011260,C,2019-05-22,fitzgeraldjb,56478,0,56478,0,"bicoid protein, Drosophila","bcd protein, Drosophila",P,P,188394,188393,,
1011261,C,2019-05-22,fitzgeraldjb,59254,0,59254,0,"white protein, Drosophila","w protein, Drosophila",P,P,542636,958693,,
1011262,C,2019-05-22,fitzgeraldjb,59627,0,59627,0,"Sex combs reduced protein, Drosophila","Scr protein, Drosophila",P,P,542613,958694,,
1011263,C,2019-05-22,fitzgeraldjb,61245,0,61245,0,"hunchback protein, Drosophila","hb protein, Drosophila",P,P,522475,958695,,
1011264,C,2019-05-22,fitzgeraldjb,61565,0,61565,0,"Fas3 (fasciclin 3) protein, Drosophila","Fas3 protein, Drosophila",P,P,728626,958696,,
1011265,C,2019-05-22,fitzgeraldjb,61992,0,61992,0,"ovarian tumor protein, Drosophila","otu protein, Drosophila",P,P,201756,542136,,
1011266,C,2019-05-22,fitzgeraldjb,62236,0,62236,0,"dl (dorsal) protein, Drosophila","dl protein, Drosophila",P,P,728627,958697,,
1011267,C,2019-05-22,fitzgeraldjb,63459,0,63459,0,"engrail protein, Drosophila","En protein, Drosophila",P,P,205171,205169,,
1017555,C,2019-06-13,fitzgeraldjb,512976,0,512976,0,"L7 protein, Drosophila","RpL7 protein, Drosophila",P,P,680592,680594,,
1017556,C,2019-06-13,fitzgeraldjb,512986,0,512986,0,"SOL-1 protein, Drosophila","CG34402 protein, Drosophila",P,P,680614,960564,,
1017557,C,2019-06-13,fitzgeraldjb,513147,0,513147,0,"rhomboid-7 protein, Drosophila","rho-7 protein, Drosophila",P,P,680878,960565,,
1017558,C,2019-06-13,fitzgeraldjb,513148,0,513148,0,"shrub protein, Drosophila","Shrb protein, Drosophila",P,P,680879,846479,,
1017559,C,2019-06-13,fitzgeraldjb,513405,0,513405,0,"Gawky protein, Drosophila","Gw protein, Drosophila",P,P,681343,681344,,
1017560,C,2019-06-13,fitzgeraldjb,513432,0,513432,0,"calderon protein, Drosophila","Orct2 protein, Drosophila",P,P,681385,681386,,
1017561,C,2019-06-13,fitzgeraldjb,513659,0,513659,0,"dysfusion protein, Drosophila","dysf protein, Drosophila",P,P,681903,960567,,
1017562,C,2019-06-13,fitzgeraldjb,514059,0,514059,0,"Dizzy protein, Drosophila","PDZ-GEF protein, Drosophila",P,P,683489,960568,,
1017563,C,2019-06-13,fitzgeraldjb,514125,0,514125,0,"Rtnl-1 protein, Drosophila","Rtnl1 protein, Drosophila",P,P,683792,960570,,
990634,A,2018-12-12,miliarasn,,,629267,0,,"ARRDC1 protein, human",,P,,949550,,
990635,A,2018-12-12,miliarasn,,,629268,0,,"RYR1 protein, human",,P,,949554,,
990636,A,2018-12-12,miliarasn,,,629269,EC 2.7.11.1,,"PRP4K protein, Drosophila",,P,,949557,,
990637,A,2018-12-12,miliarasn,,,629270,EC 3.6.1.3,,"ClpD protein, Arabidopsis",,P,,949560,,
990638,A,2018-12-12,miliarasn,,,629271,0,,"Olfr821 protein, mouse",,P,,949566,,
990639,A,2018-12-12,miliarasn,,,629272,EC 2.3.1.48,,"Elp3 protein, Xenopus",,P,,949568,,
990640,A,2018-12-12,miliarasn,,,629273,0,,"Arhgap39 protein, mouse",,P,,949570,,
990641,A,2018-12-12,miliarasn,,,629274,EC 2.7.1.22,,"Nmrk2 protein, mouse",,P,,949573,,
990642,A,2018-12-12,miliarasn,,,629275,0,,"ZFAND3 protein, human",,P,,949577,,
990643,A,2018-12-12,miliarasn,,,629276,94O110CX2E,,sarecycline,,P,,949586,,
990644,A,2018-12-12,miliarasn,,,629277,0,,Zin-IrDPA,,P,,949588,,
990645,A,2018-12-12,miliarasn,,,629278,0,,"MYL2 protein, rat",,P,,949590,,
990646,A,2018-12-12,miliarasn,,,629279,EC 3.4.24.69,,onabotulinum toxin A,,P,,949594,,
990647,A,2018-12-12,miliarasn,,,629280,0,,"2-(1,1-dimethyl-1,3-dihydro-benzo(e)indol-2-ylidene)-malonaldehyde",,P,,949596,,
990648,A,2018-12-12,miliarasn,,,629281,0,,"WhiB4 protein, Mycobacterium tuberculosis",,P,,949597,,
990649,A,2018-12-12,miliarasn,,,629282,EC 6.3.1.2,,"GLUL protein, human",,P,,949599,,
990650,A,2018-12-12,miliarasn,,,629283,EC 6.3.1.2,,"Glul protein, mouse",,P,,949602,,
991055,C,2018-12-17,meyerstokesar,603632,0,603632,5YV419FIJS,sodium glycididazole,sodium glycididazole,P,P,892287,892287,,
991057,C,2018-12-17,meyerstokesar,603937,0,603937,R1ZJT87990,EBC-46,EBC-46,P,P,892970,892970,,
991059,C,2018-12-17,meyerstokesar,603946,0,603946,BIK7NS3B2F,"4-amino-3,5-dichlorobenzoic acid","4-amino-3,5-dichlorobenzoic acid",P,P,893001,893001,,
991061,C,2018-12-17,meyerstokesar,603960,0,603960,LV66ADM269,vericiguat,vericiguat,P,P,893028,893028,,
991063,C,2018-12-17,meyerstokesar,603963,0,603963,UWU93Y99R3,lampalizumab,lampalizumab,P,P,893034,893034,,
991065,C,2018-12-17,meyerstokesar,603972,0,603972,9JH486CZ13,molidustat,molidustat,P,P,893060,893060,,
991067,C,2018-12-17,meyerstokesar,603979,0,603979,6KA1906BLC,pinatuzumab vedotin,pinatuzumab vedotin,P,P,893082,893082,,
991069,C,2018-12-17,meyerstokesar,603996,0,603996,5G14F9E2HB,"1,1-diethoxyethane","1,1-diethoxyethane",P,P,893218,893218,,
991071,C,2018-12-17,meyerstokesar,604037,0,604037,QNN35WOF29,"2,3-pyrazinedicarboxylic acid","2,3-pyrazinedicarboxylic acid",P,P,893235,893235,,
991073,C,2018-12-17,meyerstokesar,604184,0,604184,G88X6P053W,"dimethyl 2,2''-azobis(2-methylpropionate)","dimethyl 2,2''-azobis(2-methylpropionate)",P,P,908744,908744,,
991075,C,2018-12-17,meyerstokesar,604282,0,604282,1J3ZK6L6VY,3-methylhexane,3-methylhexane,P,P,893950,893950,,
991077,C,2018-12-17,meyerstokesar,604323,0,604323,HD0TIE091T,"2,5-dihydrofuran","2,5-dihydrofuran",P,P,894047,894047,,
991079,C,2018-12-17,meyerstokesar,604325,0,604325,N0KYF81SDY,"2,5-dihydro-1H-pyrrole","2,5-dihydro-1H-pyrrole",P,P,894049,894049,,
991081,C,2018-12-17,meyerstokesar,604431,0,604431,A6734I702L,inclacumab,inclacumab,P,P,894261,894261,,
991083,C,2018-12-17,meyerstokesar,604532,0,604532,UHD6M52X0K,4-octanolide,4-octanolide,P,P,894462,894462,,
991085,C,2018-12-17,meyerstokesar,604563,0,604563,0M2XT000YC,MORAb-004,MORAb-004,P,P,894497,894497,,
991087,C,2018-12-17,meyerstokesar,604694,0,604694,LCT264LTYE,lulizumab pegol,lulizumab pegol,P,P,894736,894736,,
991089,C,2018-12-17,meyerstokesar,604752,0,604752,LB4D00V63H,(Z)-3-hepten-1-ol,(Z)-3-hepten-1-ol,P,P,894851,894851,,
991091,C,2018-12-17,meyerstokesar,604875,0,604875,2PEX5N7DQ4,fevipiprant,fevipiprant,P,P,895110,895110,,
991093,C,2018-12-17,miliarasn,627990,0,627990,0,"SNORA18L5 , human","SNORA18L5 RNA, human",P,P,945962,949780,,
991094,C,2018-12-17,chodan,36925,0,36925,0,elastomeric,elastomeric polymer,P,P,142071,949817,,
991095,A,2018-12-17,miliarasn,,,629324,0,,"Sgsm2 protein, mouse",,P,,949758,,
991096,A,2018-12-17,miliarasn,,,629325,0,,"PF4 protein, human",,P,,949761,,
991097,A,2018-12-17,miliarasn,,,629326,0,,"3-bis((2,5-dioxo-1-(4-((E)-2-phenyldiazen-1-yl)phenyl)pyrrolidin-3-yl)sulfanyl) butanedioic acid",,P,,949766,,
991098,A,2018-12-17,miliarasn,,,629327,0,,"MIRN3613 microRNA, human",,P,,949769,,
1019581,C,2019-06-19,fitzgeraldjb,584365,0,584365,0,"Conundrum protein, Drosophila","Conu protein, Drosophila",P,P,850984,850985,,
1019582,C,2019-06-19,fitzgeraldjb,584506,0,584506,0,"neuroligin 4 protein, Drosophila","Nlg4 protein, Drosophila",P,P,851239,851240,,
1019583,C,2019-06-19,fitzgeraldjb,584605,0,584605,0,"CG12201 protein, Drosophila","GC2 protein, Drosophila",P,P,851407,961347,,
1019584,C,2019-06-19,fitzgeraldjb,584606,0,584606,0,"CG18347 protein, Drosophila","GC1 protein, Drosophila",P,P,851408,961349,,
1019585,C,2019-06-19,fitzgeraldjb,584829,0,584829,0,"midlife crisis protein, Drosophila","mdlc protein, Drosophila",P,P,851881,851882,,
1019586,C,2019-06-19,fitzgeraldjb,585000,EC 2.7.7.19,585000,EC 2.7.7.19,"wispy protein, Drosophila","wisp protein, Drosophila",P,P,852025,961352,,
1019587,C,2019-06-19,fitzgeraldjb,585064,0,585064,0,"Riquiqui protein, Drosophila","wap protein, Drosophila",P,P,852123,961353,,
1019588,C,2019-06-19,fitzgeraldjb,585109,0,585109,0,"javelin-like protein, Drosophila","jvl protein, Drosophila",P,P,852255,961355,,
1019589,C,2019-06-19,fitzgeraldjb,585452,0,585452,0,"SMC6 protein, Drosophila","jnj protein, Drosophila",P,P,852960,961356,,
1019590,C,2019-06-19,fitzgeraldjb,585454,0,585454,0,"lingerer protein, Drosophila","Lig protein, Drosophila",P,P,852962,852963,,
1019591,C,2019-06-19,fitzgeraldjb,585455,0,585455,0,"lonely heart protein, Drosophila","Loh protein, Drosophila",P,P,852964,852965,,
1019592,C,2019-06-19,fitzgeraldjb,585456,0,585456,0,"pericardin protein, Drosophila","Prc protein, Drosophila",P,P,852967,852968,,
1019593,C,2019-06-19,fitzgeraldjb,585873,EC 2.7.11.1,585873,EC 2.7.11.1,"CK2alpha protein, Drosophila","CkIIalpha protein, Drosophila",P,P,854084,961361,,
