AE,2019-12-03,,,,,,,,,,,,,,,,58541,Class II Phosphatidylinositol 3-Kinases,765295,37,antagonists & inhibitors,60595,81082,Phosphoinositide-3 Kinase Inhibitors,957708,,,,2000
AE,2019-12-03,,,,,,,,,,,,,,,,58543,Class Ia Phosphatidylinositol 3-Kinase,764938,37,antagonists & inhibitors,60595,81082,Phosphoinositide-3 Kinase Inhibitors,957708,,,,2000
AE,2019-12-03,,,,,,,,,,,,,,,,58544,Class Ib Phosphatidylinositol 3-Kinase,764941,37,antagonists & inhibitors,60595,81082,Phosphoinositide-3 Kinase Inhibitors,957708,,,,2000
AE,2019-12-03,,,,,,,,,,,,,,,,58571,Vacuolar Sorting Protein VPS15,765233,37,antagonists & inhibitors,60595,81082,Phosphoinositide-3 Kinase Inhibitors,957708,,,,2000
A,2019-12-03,,,,,,,,,,,,,,,,4264,"DNA Topoisomerases, Type I",439293,37,antagonists & inhibitors,60595,59004,Topoisomerase I Inhibitors,769956,,,,EP_SCR
A,2019-12-03,,,,,,,,,,,,,,,,13,Congenital Abnormalities,29,139,chemically induced,60685,14,"Abnormalities, Drug-Induced",34,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,110,Acetylcholinesterase,315,37,antagonists & inhibitors,60595,2800,Cholinesterase Inhibitors,8158,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,243,Adenosine Deaminase,728,37,antagonists & inhibitors,60595,58892,Adenosine Deaminase Inhibitors,768898,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,262,Adenylyl Cyclases,873567,37,antagonists & inhibitors,60595,67956,Adenylyl Cyclase Inhibitors,873565,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,308,Adrenocortical Hyperfunction,569771,151,congenital,60708,312,"Adrenal Hyperplasia, Congenital",1013,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,418,Albumins,1260,97,blood,60642,12709,Serum Albumin,37571,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,418,Albumins,1260,652,urine,61301,419,Albuminuria,1261,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,450,Aldosterone,1358,37,antagonists & inhibitors,60595,451,Mineralocorticoid Receptor Antagonists,816176,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,515,alpha 1-Antitrypsin,1523,172,deficiency,60727,19896,alpha 1-Antitrypsin Deficiency,59262,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,519,alpha-Galactosidase,1552,172,deficiency,60727,795,Fabry Disease,2358,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,520,alpha-Glucosidases,1555,37,antagonists & inhibitors,60595,65089,Glycoside Hydrolase Inhibitors,860495,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,743,"Anemia, Hemolytic",2218,151,congenital,60708,745,"Anemia, Hemolytic, Congenital",2228,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,842,Ankle,2465,293,injuries,60876,16512,Ankle Injuries,49385,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,906,Antibodies,2667,96,biosynthesis,60639,917,Antibody Formation,2705,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,906,Antibodies,2667,172,deficiency,60727,7153,Immunologic Deficiency Syndromes,21450,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,990,Antithrombin III,3049,172,deficiency,60727,20152,Antithrombin III Deficiency,59946,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1092,Arachidonate 12-Lipoxygenase,3314,37,antagonists & inhibitors,60595,16859,Lipoxygenase Inhibitors,50478,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1093,Arachidonate 15-Lipoxygenase,3317,37,antagonists & inhibitors,60595,16859,Lipoxygenase Inhibitors,50478,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1094,Arachidonate 5-Lipoxygenase,3320,37,antagonists & inhibitors,60595,16859,Lipoxygenase Inhibitors,50478,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1119,Arginase,3378,172,deficiency,60727,20162,Hyperargininemia,358331,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1123,Argininosuccinate Lyase,3396,172,deficiency,60727,56807,Argininosuccinic Aciduria,734488,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1132,Arm,3411,293,injuries,60876,1134,Arm Injuries,3417,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1141,Aromatase,3429,37,antagonists & inhibitors,60595,47072,Aromatase Inhibitors,559263,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1142,Aromatic-L-Amino-Acid Decarboxylases,3442,37,antagonists & inhibitors,60595,65105,Aromatic Amino Acid Decarboxylase Inhibitors,848598,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1151,Arsenic,3465,506,poisoning,61130,20261,Arsenic Poisoning,358100,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1152,Arsenicals,3466,506,poisoning,61130,20261,Arsenic Poisoning,358100,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1152,Arsenicals,3466,633,toxicity,61274,20261,Arsenic Poisoning,358100,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1205,Ascorbic Acid,3591,172,deficiency,60727,1206,Ascorbic Acid Deficiency,3600,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1285,Atropine,3822,31,analogs & derivatives,60581,1286,Atropine Derivatives,3827,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1419,Bacteria,4133,502,physiology,61125,18407,Bacterial Physiological Phenomena,721700,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1554,Benzene,4500,31,analogs & derivatives,60581,1555,Benzene Derivatives,4504,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1608,Beryllium,4628,506,poisoning,61130,1607,Berylliosis,4626,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1618,beta-Lactamases,4667,37,antagonists & inhibitors,60595,65093,beta-Lactamase Inhibitors,849037,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1779,Blood Coagulation Factors,5171,172,deficiency,60727,20147,Coagulation Protein Disorders,59940,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1792,Blood Platelets,5210,637,transplantation,61279,17713,Platelet Transfusion,52984,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1842,Bone and Bones,5305,254,growth & development,60828,1846,Bone Development,5324,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1842,Bone and Bones,5305,637,transplantation,61279,16025,Bone Transplantation,47584,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1853,Bone Marrow,5335,166,cytology,60717,1854,Bone Marrow Cells,5339,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1853,Bone Marrow,5335,637,transplantation,61279,16026,Bone Marrow Transplantation,47587,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1921,Brain,5476,293,injuries,60876,1930,Brain Injuries,5492,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1921,Brain,5476,637,transplantation,61279,16380,Brain Tissue Transplantation,48958,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,1921,Brain,5476,737,chemistry,61380,1923,Brain Chemistry,5481,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,2091,Butyrylcholinesterase,5938,37,antagonists & inhibitors,60595,2800,Cholinesterase Inhibitors,8158,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,2104,Cadmium,5971,506,poisoning,61130,2105,Cadmium Poisoning,5973,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,2129,Calcium Oxalate,6067,31,analogs & derivatives,60581,10070,Oxalates,29783,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,2241,Carbohydrates,6433,378,metabolism,60983,50260,Carbohydrate Metabolism,612045,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,2251,Carbon Tetrachloride,6453,506,poisoning,61130,2252,Carbon Tetrachloride Poisoning,6456,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53402,PHEX Phosphate Regulating Neutral Endopeptidase,662273,172,deficiency,60727,53098,Familial Hypophosphatemic Rickets,829636,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53453,Caspase 9,294027,37,antagonists & inhibitors,60595,61945,Caspase Inhibitors,796871,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53454,Caspase 12,405609,37,antagonists & inhibitors,60595,61945,Caspase Inhibitors,796871,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53455,Caspase 10,326691,37,antagonists & inhibitors,60595,61945,Caspase Inhibitors,796871,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53471,"Caspases, Initiator",658479,37,antagonists & inhibitors,60595,61945,Caspase Inhibitors,796871,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53503,Epithelial Sodium Channels,814338,37,antagonists & inhibitors,60595,62686,Epithelial Sodium Channel Blockers,814206,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53503,Epithelial Sodium Channels,814338,819,agonists,61435,62708,Epithelial Sodium Channel Agonists,814310,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53504,"Matrix Metalloproteinases, Membrane-Associated",664440,37,antagonists & inhibitors,60595,61965,Matrix Metalloproteinase Inhibitors,796465,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53506,Matrix Metalloproteinase 10,227539,37,antagonists & inhibitors,60595,61965,Matrix Metalloproteinase Inhibitors,796465,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53507,Matrix Metalloproteinase 11,238622,37,antagonists & inhibitors,60595,61965,Matrix Metalloproteinase Inhibitors,796465,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53508,Matrix Metalloproteinase 12,457016,37,antagonists & inhibitors,60595,61965,Matrix Metalloproteinase Inhibitors,796465,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53509,Matrix Metalloproteinase 13,664485,37,antagonists & inhibitors,60595,61965,Matrix Metalloproteinase Inhibitors,796465,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53511,Matrix Metalloproteinase 14,262708,37,antagonists & inhibitors,60595,61965,Matrix Metalloproteinase Inhibitors,796465,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53513,Matrix Metalloproteinase 16,664496,37,antagonists & inhibitors,60595,61965,Matrix Metalloproteinase Inhibitors,796465,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53517,Matrix Metalloproteinase 15,642796,37,antagonists & inhibitors,60595,61965,Matrix Metalloproteinase Inhibitors,796465,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53519,Matrix Metalloproteinase 20,400013,37,antagonists & inhibitors,60595,61965,Matrix Metalloproteinase Inhibitors,796465,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53534,Keratin-9,22939,172,deficiency,60727,53546,"Keratoderma, Palmoplantar, Epidermolytic",665342,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53535,Keratin-13,664992,172,deficiency,60727,53529,"Leukokeratosis, Hereditary Mucosal",665096,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53536,Keratin-16,664993,172,deficiency,60727,53549,Pachyonychia Congenita,665385,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53547,Keratin-14,314756,172,deficiency,60727,16110,Epidermolysis Bullosa Simplex,47863,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53550,Keratin-10,665486,172,deficiency,60727,17488,"Hyperkeratosis, Epidermolytic",52479,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53551,Keratin-12,665493,172,deficiency,60727,53559,"Corneal Dystrophy, Juvenile Epithelial of Meesmann",665599,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53553,Keratin-6,665444,172,deficiency,60727,53549,Pachyonychia Congenita,665385,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53555,Keratin-5,665542,172,deficiency,60727,16110,Epidermolysis Bullosa Simplex,47863,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53556,Keratin-1,665582,172,deficiency,60727,17488,"Hyperkeratosis, Epidermolytic",52479,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53558,Keratin-3,665586,172,deficiency,60727,53559,"Corneal Dystrophy, Juvenile Epithelial of Meesmann",665599,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,53773,Transforming Growth Factor beta1,410572,172,deficiency,60727,3966,Camurati-Engelmann Syndrome,12013,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,54467,Phospholipases A2,689423,37,antagonists & inhibitors,60595,64801,Phospholipase A2 Inhibitors,843209,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,54684,"Cyclic Nucleotide Phosphodiesterases, Type 3",691986,37,antagonists & inhibitors,60595,58987,Phosphodiesterase 3 Inhibitors,769760,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,54703,"Cyclic Nucleotide Phosphodiesterases, Type 4",692120,37,antagonists & inhibitors,60595,58988,Phosphodiesterase 4 Inhibitors,769766,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,54706,"Cyclic Nucleotide Phosphodiesterases, Type 5",692175,37,antagonists & inhibitors,60595,58986,Phosphodiesterase 5 Inhibitors,769756,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,54820,beta-Hexosaminidase alpha Chain,694233,172,deficiency,60727,13661,Tay-Sachs Disease,40131,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,54821,beta-Hexosaminidase beta Chain,694236,172,deficiency,60727,12497,Sandhoff Disease,37091,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,55533,Survival of Motor Neuron 1 Protein,714248,172,deficiency,60727,14897,Spinal Muscular Atrophies of Childhood,365685,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,55573,Acid Ceramidase,7339,172,deficiency,60727,55577,Farber Lipogranulomatosis,714821,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,55758,SOX9 Transcription Factor,717690,172,deficiency,60727,55036,Campomelic Dysplasia,704996,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,57056,Cysteine Proteases,10299,37,antagonists & inhibitors,60595,15853,Cysteine Proteinase Inhibitors,47044,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,57057,Serine Proteases,37538,37,antagonists & inhibitors,60595,15842,Serine Proteinase Inhibitors,46971,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58470,"Receptors, Purinergic P2Y",764005,37,antagonists & inhibitors,60595,58921,Purinergic P2Y Receptor Antagonists,769055,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58470,"Receptors, Purinergic P2Y",764005,819,agonists,61435,58912,Purinergic P2Y Receptor Agonists,769015,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58472,"Receptors, Purinergic P2Y1",764179,37,antagonists & inhibitors,60595,58921,Purinergic P2Y Receptor Antagonists,769055,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58472,"Receptors, Purinergic P2Y1",764179,819,agonists,61435,58912,Purinergic P2Y Receptor Agonists,769015,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58473,"Receptors, Purinergic P2Y2",764187,37,antagonists & inhibitors,60595,58921,Purinergic P2Y Receptor Antagonists,769055,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58473,"Receptors, Purinergic P2Y2",764187,819,agonists,61435,58912,Purinergic P2Y Receptor Agonists,769015,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58476,"Receptors, Purinergic P2X2",764256,37,antagonists & inhibitors,60595,58920,Purinergic P2X Receptor Antagonists,769039,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58476,"Receptors, Purinergic P2X2",764256,819,agonists,61435,58911,Purinergic P2X Receptor Agonists,768999,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58477,"Receptors, Purinergic P2X3",764263,37,antagonists & inhibitors,60595,58920,Purinergic P2X Receptor Antagonists,769039,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58477,"Receptors, Purinergic P2X3",764263,819,agonists,61435,58911,Purinergic P2X Receptor Agonists,768999,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58485,"Receptors, Purinergic P2X5",764403,37,antagonists & inhibitors,60595,58920,Purinergic P2X Receptor Antagonists,769039,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58485,"Receptors, Purinergic P2X5",764403,819,agonists,61435,58911,Purinergic P2X Receptor Agonists,768999,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58486,"Receptors, Purinergic P2X7",764409,37,antagonists & inhibitors,60595,58920,Purinergic P2X Receptor Antagonists,769039,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58486,"Receptors, Purinergic P2X7",764409,819,agonists,61435,58911,Purinergic P2X Receptor Agonists,768999,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58541,Class II Phosphatidylinositol 3-Kinases,765295,37,antagonists & inhibitors,60595,81082,Phosphoinositide-3 Kinase Inhibitors,957708,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58543,Class Ia Phosphatidylinositol 3-Kinase,764938,37,antagonists & inhibitors,60595,81082,Phosphoinositide-3 Kinase Inhibitors,957708,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58544,Class Ib Phosphatidylinositol 3-Kinase,764941,37,antagonists & inhibitors,60595,81082,Phosphoinositide-3 Kinase Inhibitors,957708,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58571,Vacuolar Sorting Protein VPS15,765233,37,antagonists & inhibitors,60595,81082,Phosphoinositide-3 Kinase Inhibitors,957708,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58848,"Receptors, Purinergic P2X4",768230,37,antagonists & inhibitors,60595,58920,Purinergic P2X Receptor Antagonists,769039,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58848,"Receptors, Purinergic P2X4",768230,819,agonists,61435,58911,Purinergic P2X Receptor Agonists,768999,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58886,Sterol 14-Demethylase,768707,37,antagonists & inhibitors,60595,58888,14-alpha Demethylase Inhibitors,768715,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58925,"Receptors, Purinergic P2Y12",769212,37,antagonists & inhibitors,60595,58921,Purinergic P2Y Receptor Antagonists,769055,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58925,"Receptors, Purinergic P2Y12",769212,819,agonists,61435,58912,Purinergic P2Y Receptor Agonists,769015,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58927,5-Lipoxygenase-Activating Proteins,769225,37,antagonists & inhibitors,60595,58946,5-Lipoxygenase-Activating Protein Inhibitors,769249,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,58945,Lipoxygenases,24129,37,antagonists & inhibitors,60595,16859,Lipoxygenase Inhibitors,50478,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,61265,Biphasic Insulins,790148,37,antagonists & inhibitors,60595,7329,Insulin Antagonists,21947,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,61267,Insulin Aspart,789314,37,antagonists & inhibitors,60595,7329,Insulin Antagonists,21947,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,61268,Insulin Lispro,789347,37,antagonists & inhibitors,60595,7329,Insulin Antagonists,21947,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,61389,"Insulin, Regular, Pork",493780,37,antagonists & inhibitors,60595,7329,Insulin Antagonists,21947,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,61405,"Insulin, Lente",21979,37,antagonists & inhibitors,60595,7329,Insulin Antagonists,21947,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,61566,Voltage-Gated Sodium Channels,794010,37,antagonists & inhibitors,60595,61567,Voltage-Gated Sodium Channel Blockers,794013,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,61566,Voltage-Gated Sodium Channels,794010,819,agonists,61435,61585,Voltage-Gated Sodium Channel Agonists,794105,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,62547,Voltage-Gated Sodium Channel beta-1 Subunit,813330,37,antagonists & inhibitors,60595,61567,Voltage-Gated Sodium Channel Blockers,794013,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,62547,Voltage-Gated Sodium Channel beta-1 Subunit,813330,819,agonists,61435,61585,Voltage-Gated Sodium Channel Agonists,794105,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,62548,Voltage-Gated Sodium Channel beta-2 Subunit,813331,37,antagonists & inhibitors,60595,61567,Voltage-Gated Sodium Channel Blockers,794013,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,4364,Pharmaceutical Preparations,13329,627,therapeutic use,61267,4358,Drug Therapy,13309,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,4364,Pharmaceutical Preparations,13329,633,toxicity,61274,64420,Drug-Related Side Effects and Adverse Reactions,837951,,,,EP_HM
A,2019-12-03,,,,,,,,,,,,,,,,4798,Enzymes,14648,37,antagonists & inhibitors,60595,4791,Enzyme Inhibitors,14636,,,,EP_HM
