1029296,A,2019-09-16,634249,MRZ-8456,11743,Pyrimidines,,,,*,
1029297,A,2019-09-16,634250,"nap-1 protein, C elegans",29742,Caenorhabditis elegans Proteins,,,,*,
1029298,A,2019-09-16,634250,"nap-1 protein, C elegans",56490,Nucleosome Assembly Protein 1,,,,*,
1029299,A,2019-09-16,634251,oxidized alpha-1-antitrypsin,15415,Biomarkers,,,,*,
1029300,A,2019-09-16,634252,"Idh2 protein, rat",7521,Isocitrate Dehydrogenase,,,,*,
1029301,A,2019-09-16,634253,"Psmd9 protein, mouse",46988,Proteasome Endopeptidase Complex,,,,*,
1029302,A,2019-09-16,634254,"mlaC protein, E coli",26901,Membrane Transport Proteins,,,,*,
1029303,A,2019-09-16,634254,"mlaC protein, E coli",29968,Escherichia coli Proteins,,,,*,
1021920,D,2019-06-27,476236,"UNC-71 protein, C elegans",8666,Metalloendopeptidases,,,,*,
1021921,D,2019-06-27,476236,"UNC-71 protein, C elegans",29742,Caenorhabditis elegans Proteins,,,,*,
1021922,D,2019-06-27,486241,"cogc-2 protein, C elegans",29742,Caenorhabditis elegans Proteins,,,,*,
1021923,D,2019-06-27,490493,"cdl-1 protein, C elegans",9687,Nuclear Proteins,,,,*,
1021924,D,2019-06-27,490493,"cdl-1 protein, C elegans",29742,Caenorhabditis elegans Proteins,,,,*,
1021925,D,2019-06-27,490493,"cdl-1 protein, C elegans",39221,mRNA Cleavage and Polyadenylation Factors,,,,*,
1021926,D,2019-06-27,508902,"MEV-1 protein, C elegans",13385,Succinate Dehydrogenase,,,,*,
1021927,D,2019-06-27,508902,"MEV-1 protein, C elegans",29742,Caenorhabditis elegans Proteins,,,,*,
1021928,D,2019-06-27,526595,"ALX-1 protein, C elegans",29742,Caenorhabditis elegans Proteins,,,,*,
1021929,D,2019-06-27,526595,"ALX-1 protein, C elegans",56827,Endosomal Sorting Complexes Required for Transport,,,,*,
1021930,D,2019-06-27,530979,"vab-3 protein, C elegans",71841,PAX6 Transcription Factor,,,,*,
1021931,D,2019-06-27,530979,"vab-3 protein, C elegans",29742,Caenorhabditis elegans Proteins,,,,*,
1021932,D,2019-06-27,556518,"ZMP-2 protein, C elegans",20782,Matrix Metalloproteinases,,,,*,
1021933,D,2019-06-27,556518,"ZMP-2 protein, C elegans",29742,Caenorhabditis elegans Proteins,,,,*,
1021934,D,2019-06-27,558810,"GCY-28 protein, C elegans",6162,Guanylate Cyclase,,,,*,
1021935,D,2019-06-27,558810,"GCY-28 protein, C elegans",29742,Caenorhabditis elegans Proteins,,,,*,
1021936,A,2019-06-27,632064,"par-4 protein, C elegans",17346,Protein-Serine-Threonine Kinases,,,,*,
1021937,A,2019-06-27,632064,"par-4 protein, C elegans",29742,Caenorhabditis elegans Proteins,,,,,
1021938,A,2019-06-27,632084,"FTT-2 protein, C elegans",29742,Caenorhabditis elegans Proteins,,,,,
1021939,A,2019-06-27,104037,"DrrA protein, Streptomyces peucetius",27425,Multidrug Resistance-Associated Proteins,,,,*,
1021940,A,2019-06-27,104038,"DrrB protein, Streptomyces peucetius",27425,Multidrug Resistance-Associated Proteins,,,,*,
1022958,D,2019-07-02,48993,"1,4,7-triazacyclononane-N,N'',N''''-triacetic acid",6571,Heterocyclic Compounds,,,,*,
1022959,D,2019-07-02,570306,"xen2 protein, Xenopus",29867,Xenopus Proteins,,,,*,
1022960,D,2019-07-02,570306,"xen2 protein, Xenopus",54465,Peroxiredoxin VI,,,,*,
1022962,D,2019-07-02,570307,"xen1 protein, Xenopus",54465,Peroxiredoxin VI,,,,*,
1022963,A,2019-07-02,632144,"ALD4 protein, S cerevisiae",444,Aldehyde Dehydrogenase,,,,*,
1022964,A,2019-07-02,632144,"ALD4 protein, S cerevisiae",29701,Saccharomyces cerevisiae Proteins,,,,*,
1022965,A,2019-07-02,632146,"Ddit4 protein, rat",14157,Transcription Factors,,,,*,
1022966,A,2019-07-02,632147,racemosin B,2227,Carbazoles,,,,*,
1022967,A,2019-07-02,632147,racemosin B,7211,Indoles,,,,*,
1022968,A,2019-07-02,632148,larixyl acetate,85,Acetates,,,,*,
1022969,A,2019-07-02,632148,larixyl acetate,9281,Naphthalenes,,,,*,
1022970,A,2019-07-02,632149,"2,3-sialyllactose",7785,Lactose,31,analogs & derivatives,,,*
1022971,A,2019-07-02,632150,"Fbln7 protein, mouse",2135,Calcium-Binding Proteins,,,,*,
1022972,A,2019-07-02,632151,"COA8 protein, human",24101,Mitochondrial Proteins,,,,*,
1022973,A,2019-07-02,632151,"COA8 protein, human",51017,Apoptosis Regulatory Proteins,,,,*,
1022974,A,2019-07-02,632152,muqubilin A,10545,Peroxides,,,,*,
1022975,A,2019-07-02,632152,muqubilin A,13729,Terpenes,,,,*,
1022976,A,2019-07-02,632153,targaprimir-96,9930,Organic Chemicals,,,,*,
1022977,A,2019-07-02,632154,"GFOD1 protein, human",10088,Oxidoreductases,,,,*,
1022978,A,2019-07-02,632155,pongapin,47309,Flavones,,,,*,
1022979,A,2019-07-02,632156,ASP8477,10880,Piperidines,,,,*,
1022980,A,2019-07-02,632156,ASP8477,11725,Pyridines,,,,*,
1022981,A,2019-07-02,632157,tuftsin-phosphorylcholine,10767,Phosphorylcholine,31,analogs & derivatives,,,*
1022982,A,2019-07-02,632158,"NRDE2 protein, human",9687,Nuclear Proteins,,,,*,
1022983,A,2019-07-02,632159,7'N-5F-ADB,2186,Cannabinoids,,,,*,
1022984,A,2019-07-02,632160,"Phf19 protein, mouse",14157,Transcription Factors,,,,*,
1022985,A,2019-07-02,632161,icacinol,85,Acetates,,,,*,
1022986,A,2019-07-02,632161,icacinol,4224,Diterpenes,,,,*,
1022987,A,2019-07-02,632162,"CNPY3 protein, human",18832,Molecular Chaperones,,,,*,
1022988,A,2019-07-02,632163,spectinamide 1599,198,Spectinomycin,31,analogs & derivatives,,,*
1022989,A,2019-07-02,632164,"UPB1 protein, human",581,Amidohydrolases,,,,*,
1022990,A,2019-07-02,632165,lanceolatin B,1578,Benzopyrans,,,,*,
1022991,A,2019-07-02,632166,thielocin B1,1565,Benzoates,,,,*,
1022992,A,2019-07-02,632166,thielocin B1,4952,Esters,,,,*,
1022993,A,2019-07-02,632167,litseaone B,5419,Flavonoids,,,,*,
1022994,A,2019-07-02,632168,"LOC100125364 protein, rat",6023,Glycoproteins,,,,*,
1022995,A,2019-07-02,632169,"EIF4E protein, human",39561,Eukaryotic Initiation Factor-4E,,,,*,
1022996,A,2019-07-02,632170,5F-CUMYL-PICA,577,Amides,,,,*,
1022997,A,2019-07-02,632170,5F-CUMYL-PICA,7211,Indoles,,,,*,
997418,A,2019-02-06,629744,Mulberrin,1555,Benzene Derivatives,,,,*,
997419,A,2019-02-06,629745,"Unc-13 protein, C elegans",8565,Membrane Proteins,,,,*,
997420,A,2019-02-06,629745,"Unc-13 protein, C elegans",9419,Nerve Tissue Proteins,,,,*,
997421,A,2019-02-06,629745,"Unc-13 protein, C elegans",29742,Caenorhabditis elegans Proteins,,,,*,
997422,A,2019-02-06,629746,"unc-13 protein, Drosophila",8565,Membrane Proteins,,,,*,
997423,A,2019-02-06,629746,"unc-13 protein, Drosophila",9419,Nerve Tissue Proteins,,,,*,
997424,A,2019-02-06,629746,"unc-13 protein, Drosophila",29721,Drosophila Proteins,,,,*,
997425,A,2019-02-06,629747,"Cnrip1b protein, zebrafish",29961,Zebrafish Proteins,,,,*,
997426,A,2019-02-06,629747,"Cnrip1b protein, zebrafish",47908,Intracellular Signaling Peptides and Proteins,,,,*,
997427,A,2019-02-06,629748,"Cnrip1a protein, zebrafish",29961,Zebrafish Proteins,,,,*,
997428,A,2019-02-06,629748,"Cnrip1a protein, zebrafish",47908,Intracellular Signaling Peptides and Proteins,,,,*,
997429,A,2019-02-06,629749,LY3298176,5749,Gastric Inhibitory Polypeptide,,,,*,
997430,A,2019-02-06,629750,"CCDC43 protein, human",9363,Neoplasm Proteins,,,,*,
1017458,D,2019-06-13,599614,"Sas-6 protein, Drosophila",8869,Microtubule-Associated Proteins,,,,*,
1017459,D,2019-06-13,599614,"Sas-6 protein, Drosophila",29721,Drosophila Proteins,,,,*,
1017460,D,2019-06-13,623132,"Cul4 protein, Drosophila",29721,Drosophila Proteins,,,,*,
1021423,A,2019-06-25,631986,"ANXA1 protein, human",17305,Annexin A1,,,,*,
1021424,A,2019-06-25,631987,AUT00063,9930,Organic Chemicals,,,,*,
1021425,A,2019-06-25,632004,"Anxa2 protein, mouse",17306,Annexin A2,,,,*,
1021426,A,2019-06-25,632005,"Bud13 protein, mouse",16601,RNA-Binding Proteins,,,,*,
1021427,A,2019-06-25,632006,"C1QL3 protein, human",3165,Complement System Proteins,,,,*,
1021428,A,2019-06-25,632024,"AT2G21480 protein, Arabidopsis",29681,Arabidopsis Proteins,,,,*,
1021429,A,2019-06-25,632025,"AT3G60090 protein, Arabidopsis",29681,Arabidopsis Proteins,,,,*,
1021430,A,2019-06-25,632026,"AT2G44340 protein, Arabidopsis",29681,Arabidopsis Proteins,,,,*,
1021431,A,2019-06-25,632027,"AT4G39110 protein, Arabidopsis",29681,Arabidopsis Proteins,,,,*,
1021432,A,2019-06-25,632028,"AT3G48880 protein, Arabidopsis",29681,Arabidopsis Proteins,,,,*,
990498,D,2018-12-12,84514,"ERD1 protein, Arabidopsis",29681,Arabidopsis Proteins,,,,*,
990499,D,2018-12-12,570642,pillar(5)arene,644,Quaternary Ammonium Compounds,,,,*,
990500,A,2018-12-12,629266,"Senp6 protein, mouse",10447,Peptide Hydrolases,,,,*,
990501,A,2018-12-12,629267,"ARRDC1 protein, human",19390,Arrestins,,,,*,
990502,A,2018-12-12,629268,"RYR1 protein, human",19837,Ryanodine Receptor Calcium Release Channel,,,,*,
990503,A,2018-12-12,629269,"PRP4K protein, Drosophila",9687,Nuclear Proteins,,,,*,
990504,A,2018-12-12,629269,"PRP4K protein, Drosophila",17346,Protein-Serine-Threonine Kinases,,,,*,
990505,A,2018-12-12,629269,"PRP4K protein, Drosophila",29721,Drosophila Proteins,,,,*,
990506,A,2018-12-12,629270,"ClpD protein, Arabidopsis",251,Adenosine Triphosphatases,,,,*,
988367,D,2018-11-26,40111,,12313,RNA,,,,*,
990507,A,2018-12-12,629270,"ClpD protein, Arabidopsis",29681,Arabidopsis Proteins,,,,*,
990508,A,2018-12-12,629270,"ClpD protein, Arabidopsis",60365,Chloroplast Proteins,,,,*,
990509,A,2018-12-12,629271,"Olfr821 protein, mouse",18035,"Receptors, Odorant",,,,*,
990510,A,2018-12-12,629272,"Elp3 protein, Xenopus",29867,Xenopus Proteins,,,,*,
990511,A,2018-12-12,629272,"Elp3 protein, Xenopus",51548,Histone Acetyltransferases,,,,*,
990512,A,2018-12-12,629273,"Arhgap39 protein, mouse",20690,GTPase-Activating Proteins,,,,*,
990513,A,2018-12-12,629274,"Nmrk2 protein, mouse",17853,Phosphotransferases (Alcohol Group Acceptor),,,,*,
990514,A,2018-12-12,629275,"ZFAND3 protein, human",4268,DNA-Binding Proteins,,,,*,
990515,A,2018-12-12,629275,"ZFAND3 protein, human",14157,Transcription Factors,,,,*,
990516,A,2018-12-12,629276,sarecycline,13754,Tetracyclines,,,,*,
990517,A,2018-12-12,629277,Zin-IrDPA,9942,Organometallic Compounds,,,,*,
990518,A,2018-12-12,629277,Zin-IrDPA,10618,Phenanthrolines,,,,*,
990519,A,2018-12-12,629278,"MYL2 protein, rat",18994,Myosin Light Chains,,,,*,
990520,A,2018-12-12,629279,onabotulinum toxin A,19274,"Botulinum Toxins, Type A",,,,*,
990521,A,2018-12-12,629280,"2-(1,1-dimethyl-1,3-dihydro-benzo(e)indol-2-ylidene)-malonaldehyde",7211,Indoles,,,,*,
990522,A,2018-12-12,629281,"WhiB4 protein, Mycobacterium tuberculosis",1426,Bacterial Proteins,,,,*,
990523,A,2018-12-12,629281,"WhiB4 protein, Mycobacterium tuberculosis",12097,Repressor Proteins,,,,*,
990524,A,2018-12-12,629282,"GLUL protein, human",5974,Glutamate-Ammonia Ligase,,,,*,
990525,A,2018-12-12,629283,"Glul protein, mouse",5974,Glutamate-Ammonia Ligase,,,,*,
990526,A,2018-12-12,570642,pillar(5)arene,47250,Calixarenes,,,,*,
991178,A,2018-12-18,629344,"Dpp10 protein, Drosophila",4152,Dipeptidyl-Peptidases and Tripeptidyl-Peptidases,,,,*,
991179,A,2018-12-18,629344,"Dpp10 protein, Drosophila",29721,Drosophila Proteins,,,,*,
991180,A,2018-12-18,629345,"MIRN381 microRNA, mouse",35683,MicroRNAs,,,,*,
991181,A,2018-12-18,629346,"RP9 protein, mouse",72260,RNA Splicing Factors,,,,*,
991182,A,2018-12-18,629347,"ABCF3 protein, Arabdiopsis",18528,ATP-Binding Cassette Transporters,,,,*,
991183,A,2018-12-18,629347,"ABCF3 protein, Arabdiopsis",29681,Arabidopsis Proteins,,,,*,
991184,A,2018-12-18,629348,"Cntn5 protein, mouse",58966,Contactins,,,,*,
991185,A,2018-12-18,629349,"NLRP11 protein, human",70576,NLR Proteins,,,,*,
991186,A,2018-12-18,629350,"Diaph1 protein, rat",48868,"Adaptor Proteins, Signal Transducing",,,,*,
991187,A,2018-12-18,629351,"MIRN711 microRNA, human",35683,MicroRNAs,,,,*,
995658,A,2019-01-15,629524,"MGME1 protein, mouse",5090,Exodeoxyribonucleases,,,,*,
995659,A,2019-01-15,629525,"Elp6 protein, mouse",51548,Histone Acetyltransferases,,,,*,
995660,A,2019-01-15,629526,"Pitpnm3 protein, mouse",2135,Calcium-Binding Proteins,,,,*,
995661,A,2019-01-15,629526,"Pitpnm3 protein, mouse",8565,Membrane Proteins,,,,*,
995662,A,2019-01-15,629527,callyspongiamide A,4151,Dipeptides,,,,*,
995663,A,2019-01-15,629528,callyspongiamide B,4151,Dipeptides,,,,*,
995664,A,2019-01-15,629529,euphosantianane A,4224,Diterpenes,,,,*,
995665,A,2019-01-15,629530,euphosantianane D,4224,Diterpenes,,,,*,
995666,A,2019-01-15,629531,GADD45beta-I,10455,Peptides,,,,*,
995667,A,2019-01-15,629532,prolipyrone B,11753,Pyrones,,,,*,
995668,A,2019-01-15,629533,cycloicaritin-3-O-glucoronide,20719,Glucuronides,,,,*,
995669,A,2019-01-15,629534,MK-1293,69036,Insulin Glargine,,,,*,
995670,A,2019-01-15,629534,MK-1293,59451,Biosimilar Pharmaceuticals,,,,,
999918,D,2019-03-18,630141,(S)-2-(3-((S)-5-amino-1-carboxypentyl)ureido)-pentanedioic acid,1896,Boron Compounds,,,,*,
999919,A,2019-03-18,630141,(S)-2-(3-((S)-5-amino-1-carboxypentyl)ureido)-pentanedioic acid,5977,Glutarates,,,,*,
999920,A,2019-03-18,630254,"centrobin protein, zebrafish",29961,Zebrafish Proteins,,,,*,
999921,A,2019-03-18,630254,"centrobin protein, zebrafish",47908,Intracellular Signaling Peptides and Proteins,,,,*,
999922,A,2019-03-18,630255,"ATPSCKMT protein, human",11495,Histone-Lysine N-Methyltransferase,,,,*,
999923,A,2019-03-18,630256,"MIRN3664 microRNA, human",35683,MicroRNAs,,,,*,
999924,A,2019-03-18,630257,"XCL1 protein, rat",19744,"Chemokines, C",,,,*,
999925,A,2019-03-18,630258,"DjlC protein, E coli",29968,Escherichia coli Proteins,,,,*,
999926,A,2019-03-18,630258,"DjlC protein, E coli",47908,Intracellular Signaling Peptides and Proteins,,,,*,
999927,A,2019-03-18,630259,"XCR1 protein, rat",19707,"Receptors, Chemokine",,,,*,
999928,A,2019-03-18,630260,"NUTM1 protein, human",47908,Intracellular Signaling Peptides and Proteins,,,,*,
999929,A,2019-03-18,630261,"MRPS30 protein, human",47908,Intracellular Signaling Peptides and Proteins,,,,*,
999930,A,2019-03-18,630262,salmochelin,4758,Enterobactin,31,analogs & derivatives,,*,
1029304,A,2019-09-16,634255,SPR741,23181,Antimicrobial Cationic Peptides,,,,*,
1029305,A,2019-09-16,634256,BKI 1369,1555,Benzene Derivatives,,,,*,
1029306,A,2019-09-16,634257,flacourtoside E,6027,Glycosides,,,,*,
1029307,A,2019-09-16,634258,poly(aminophenylboronic acid),1897,Boronic Acids,,,,*,
1029308,A,2019-09-16,634259,Restylane-L,6820,Hyaluronic Acid,31,analogs & derivatives,,,*
1029309,A,2019-09-16,634260,"yjefn3 protein, zebrafish",19998,Racemases and Epimerases,,,,*,
1029310,A,2019-09-16,634260,"yjefn3 protein, zebrafish",29961,Zebrafish Proteins,,,,*,
1029311,A,2019-09-16,634261,HY-133,11994,Recombinant Proteins,,,,*,
1029312,A,2019-09-16,634262,brasilicardin D,4224,Diterpenes,,,,*,
1029313,A,2019-09-16,634263,"Timp2 protein, rat",18797,Cell Cycle Proteins,,,,*,
1029314,A,2019-09-16,634264,brasilicardin B,4224,Diterpenes,,,,*,
1029315,A,2019-09-16,634265,KM-819,11994,Recombinant Proteins,,,,*,
1029316,A,2019-09-16,634266,domagrozumab,61067,"Antibodies, Monoclonal, Humanized",,,,*,
1029317,A,2019-09-16,634267,MOD-4023,19382,Human Growth Hormone,,,,*,
1029318,A,2019-09-16,634268,N-(2-(4-(pyrimidin-2-yl)piperazin-1-yl)ethyl)picolinamide,10879,Piperazines,,,,*,
1029319,A,2019-09-16,634268,N-(2-(4-(pyrimidin-2-yl)piperazin-1-yl)ethyl)picolinamide,11743,Pyrimidines,,,,*,
1029320,A,2019-09-16,634269,juvederm ultra XC,6820,Hyaluronic Acid,31,analogs & derivatives,,,*
1029321,A,2019-09-16,634270,(-)-cermizine B,470,Alkaloids,,,,*,
1029322,A,2019-09-16,634271,brasilicardin C,4224,Diterpenes,,,,*,
1029323,A,2019-09-16,634272,stimforte,9930,Organic Chemicals,,,,*,
1029324,A,2019-09-16,505161,"At2g38230 protein, Arabidopsis",19759,Carbon-Nitrogen Lyases,,,,*,
1014038,D,2019-06-05,492202,"C3H-3 protein, Xenopus",10750,Phosphoproteins,,,,*,
1014039,D,2019-06-05,492202,"C3H-3 protein, Xenopus",29867,Xenopus Proteins,,,,*,
1014040,D,2019-06-05,507320,"Pins protein, Drosophila",20730,Guanine Nucleotide Dissociation Inhibitors,,,,*,
1014041,D,2019-06-05,507320,"Pins protein, Drosophila",29721,Drosophila Proteins,,,,*,
1014042,D,2019-06-05,539631,"RecQ5 protein, Drosophila",29721,Drosophila Proteins,,,,*,
1014043,D,2019-06-05,539631,"RecQ5 protein, Drosophila",53484,RecQ Helicases,,,,*,
1014044,D,2019-06-05,547060,"scribbled protein, Drosophila",25521,Tumor Suppressor Proteins,,,,*,
1014045,D,2019-06-05,547060,"scribbled protein, Drosophila",29721,Drosophila Proteins,,,,*,
1014046,D,2019-06-05,584446,2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester,7211,Indoles,,,,*,
1014047,D,2019-06-05,584446,2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester,13844,Thiazoles,,,,*,
1025558,D,2019-08-08,62046,Alphacopal,32482,,,,,,
1025578,A,2019-08-12,633044,"csq-1 protein, C elegans",2135,Calcium-Binding Proteins,,,,*,
1025579,A,2019-08-12,633044,"csq-1 protein, C elegans",29742,Caenorhabditis elegans Proteins,,,,*,
1025580,A,2019-08-12,633045,"Mindy1 protein, mouse",72017,Deubiquitinating Enzymes,,,,*,
1025581,A,2019-08-12,633046,"AT1G26230 protein, Arabidopsis",28044,Phosphate-Binding Proteins,,,,*,
1025582,A,2019-08-12,633046,"AT1G26230 protein, Arabidopsis",29681,Arabidopsis Proteins,,,,*,
1025583,A,2019-08-12,633047,tetramethylpyrazine nitrone,11719,Pyrazines,,,,*,
1025584,A,2019-08-12,633048,"AT5G13020 protein, Arabidopsis",3598,Cytoskeletal Proteins,,,,*,
1025585,A,2019-08-12,633048,"AT5G13020 protein, Arabidopsis",29681,Arabidopsis Proteins,,,,*,
1025586,A,2019-08-12,633064,"AT2G21660 protein, Arabidopsis",16601,RNA-Binding Proteins,,,,*,
1025587,A,2019-08-12,633064,"AT2G21660 protein, Arabidopsis",29681,Arabidopsis Proteins,,,,*,
1025588,A,2019-08-12,633065,"AT3G12140 protein, Arabidopsis",9687,Nuclear Proteins,,,,*,
1025589,A,2019-08-12,633065,"AT3G12140 protein, Arabidopsis",29681,Arabidopsis Proteins,,,,*,
1025590,A,2019-08-12,633084,"Klhl14 protein, mouse",9419,Nerve Tissue Proteins,,,,*,
1025591,A,2019-08-12,633104,erasin,2867,Chromones,,,,*,
1025592,A,2019-08-12,633105,"yciA protein, E coli",10170,Palmitoyl-CoA Hydrolase,,,,*,
1025593,A,2019-08-12,633105,"yciA protein, E coli",29968,Escherichia coli Proteins,,,,*,
1025594,A,2019-08-12,633106,CNTO3157,911,"Antibodies, Monoclonal",,,,*,
1025595,A,2019-08-12,633124,Eryfotona,4255,Deoxyribodipyrimidine Photo-Lyase,,,,*,
1025596,A,2019-08-12,633144,"Pkm protein, rat",11770,Pyruvate Kinase,,,,*,
1025597,A,2019-08-12,633164,"(R)-1-((3-(11C)methylpyridin-4-yl)methyl)-4-(3,4,5-trifluorophenyl)pyrrolidin-2-one",11725,Pyridines,,,,*,
1025598,A,2019-08-12,633164,"(R)-1-((3-(11C)methylpyridin-4-yl)methyl)-4-(3,4,5-trifluorophenyl)pyrrolidin-2-one",11759,Pyrrolidines,,,,*,
1025599,A,2019-08-12,633184,"Insr protein, rat",11972,"Receptor, Insulin",,,,*,
1025600,A,2019-08-12,633204,sphingofungin H,7783,Lactones,,,,*,
1025601,A,2019-08-12,633224,"Agtr2 protein, rat",44139,"Receptor, Angiotensin, Type 2",,,,*,
1025602,A,2019-08-12,633244,"OR2A4-7 protein, human",18035,"Receptors, Odorant",,,,*,
1025603,A,2019-08-12,633264,tipapkinogen sovacivec vaccine,53918,Papillomavirus Vaccines,,,,*,
1025604,A,2019-08-12,633284,"MIRN1958 microRNA, mouse",35683,MicroRNAs,,,,*,
1025605,A,2019-08-12,633304,pleiokomenine A,470,Alkaloids,,,,*,
1025606,A,2019-08-12,633324,"MIRN317 microRNA, Drosophila",35683,MicroRNAs,,,,*,
1025607,A,2019-08-12,633344,neokotalanol,54330,Thiosugars,,,,*,
1025608,A,2019-08-12,633364,cyclohexyl salicylate,12459,Salicylates,,,,*,
1025609,A,2019-08-12,633384,"Frrs1l protein, mouse",8565,Membrane Proteins,,,,*,
1025610,A,2019-08-12,633384,"Frrs1l protein, mouse",9419,Nerve Tissue Proteins,,,,*,
1025611,A,2019-08-12,633404,"CSF1 protein, mouse",16173,Macrophage Colony-Stimulating Factor,,,,*,
1025612,A,2019-08-12,633405,GSK872,11804,Quinolines,,,,*,
1025613,A,2019-08-12,633406,SNF472,10833,Phytic Acid,,,,*,
1025614,A,2019-08-12,633407,illisimonin A,12717,Sesquiterpenes,,,,*,
1025615,A,2019-08-12,633424,"Eef1a1 protein, mouse",20648,Peptide Elongation Factor 1,,,,*,
1025616,A,2019-08-12,633444,relacorilant,7546,Isoquinolines,,,,*,
1025617,A,2019-08-12,633444,relacorilant,11720,Pyrazoles,,,,*,
1025618,A,2019-08-12,633444,relacorilant,11725,Pyridines,,,,*,
